"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-2.grp3-asn2.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -ts -cdn --output /root/tf/dstat.csv",,,,"Date:","16 Oct 2018 21:46:07 CDT"

"system","swap",,"total cpu usage",,,,,,"dsk/total",,"net/total",
"time","used","free","usr","sys","idl","wai","hiq","siq","read","writ","recv","send"
16-10 21:46:07,0.0,3221221376.0,0.052,0.013,99.935,0.000,0.0,0.000,439.711,34793.919,0.0,0.0
16-10 21:46:08,0.0,3221221376.0,2.398,3.521,94.056,0.0,0.0,0.025,0.0,0.0,7158.0,1590.0
16-10 21:46:09,0.0,3221221376.0,0.025,0.0,99.975,0.0,0.0,0.0,0.0,0.0,6306.0,182.0
16-10 21:46:10,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,6306.0,182.0
16-10 21:46:11,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,0.0,81920.0,6906.0,182.0
16-10 21:46:12,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9055.0,971.0
16-10 21:46:13,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,8346.0,182.0
16-10 21:46:14,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,0.0,0.0,9486.0,248.0
16-10 21:46:15,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,8766.0,236.0
16-10 21:46:16,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,0.0,0.0,7746.0,182.0
16-10 21:46:17,0.0,3221221376.0,0.350,0.275,99.350,0.0,0.0,0.025,0.0,12288.0,39876383.0,68352.0
16-10 21:46:18,0.0,3221221376.0,0.351,1.128,98.395,0.0,0.0,0.125,0.0,0.0,215778439.0,275832.0
16-10 21:46:19,0.0,3221221376.0,0.025,0.150,99.775,0.0,0.0,0.050,0.0,0.0,73297278.0,88005.0
16-10 21:46:20,0.0,3221221376.0,39.506,6.289,54.180,0.0,0.0,0.025,0.0,0.0,137221387.0,162986.0
16-10 21:46:21,0.0,3221221376.0,78.346,13.360,8.195,0.025,0.0,0.074,0.0,0.0,59235.0,90423297.0
16-10 21:46:22,0.0,3221221376.0,54.700,5.777,39.397,0.076,0.0,0.051,0.0,0.0,141189.0,157423035.0
16-10 21:46:23,0.0,3221221376.0,30.810,24.188,44.928,0.075,0.0,0.0,0.0,12288.0,7456.0,3704394.0
16-10 21:46:24,0.0,3221221376.0,45.739,4.323,49.913,0.025,0.0,0.0,0.0,0.0,7758.0,2782676.0
16-10 21:46:25,0.0,3221221376.0,18.299,4.707,76.995,0.0,0.0,0.0,0.0,0.0,7146.0,1285473.0
16-10 21:46:26,0.0,3221221376.0,13.876,2.363,83.761,0.0,0.0,0.0,0.0,0.0,7240.0,97848.0
16-10 21:46:27,0.0,3221221376.0,0.426,1.229,98.144,0.0,0.0,0.201,0.0,0.0,255564169.0,317990.0
16-10 21:46:28,0.0,3221221376.0,0.125,0.100,99.775,0.0,0.0,0.0,0.0,0.0,8906.0,615.0
