"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-3.grp3-asn2.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -ts -cdn --output /root/tf/dstat.csv",,,,"Date:","16 Oct 2018 21:46:10 CDT"

"system","swap",,"total cpu usage",,,,,,"dsk/total",,"net/total",
"time","used","free","usr","sys","idl","wai","hiq","siq","read","writ","recv","send"
16-10 21:46:10,0.0,3221221376.0,0.052,0.012,99.935,0.000,0.0,0.000,439.521,34856.835,0.0,0.0
16-10 21:46:11,0.0,3221221376.0,2.250,3.275,94.475,0.0,0.0,0.0,0.0,0.0,7098.0,1590.0
16-10 21:46:12,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,6366.0,182.0
16-10 21:46:13,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,0.0,0.0,6306.0,182.0
16-10 21:46:14,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,6966.0,182.0
16-10 21:46:15,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,69632.0,8869.0,971.0
16-10 21:46:16,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,0.0,0.0,8286.0,182.0
16-10 21:46:17,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9366.0,248.0
16-10 21:46:18,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,0.0,0.0,8706.0,182.0
16-10 21:46:19,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,0.0,0.0,7866.0,182.0
16-10 21:46:20,0.0,3221221376.0,0.300,0.375,99.300,0.0,0.0,0.025,0.0,0.0,19353976.0,59785.0
16-10 21:46:21,0.0,3221221376.0,0.503,1.281,98.090,0.0,0.0,0.126,0.0,12288.0,236309374.0,340441.0
16-10 21:46:22,0.0,3221221376.0,0.025,0.300,99.625,0.0,0.0,0.050,0.0,0.0,73209346.0,73053.0
16-10 21:46:23,0.0,3221221376.0,34.640,6.244,58.941,0.0,0.0,0.175,0.0,0.0,137309487.0,182198.0
16-10 21:46:24,0.0,3221221376.0,79.560,10.420,9.995,0.0,0.0,0.025,0.0,0.0,53860.0,63803108.0
16-10 21:46:25,0.0,3221221376.0,56.603,4.766,38.479,0.101,0.0,0.051,0.0,0.0,227422.0,185335629.0
16-10 21:46:26,0.0,3221221376.0,38.402,5.611,55.887,0.100,0.0,0.0,0.0,0.0,10516.0,6480619.0
16-10 21:46:27,0.0,3221221376.0,41.235,1.366,57.349,0.051,0.0,0.0,0.0,16384.0,6558.0,6385.0
16-10 21:46:28,0.0,3221221376.0,22.906,5.401,71.693,0.0,0.0,0.0,0.0,0.0,7392.0,1285473.0
16-10 21:46:29,0.0,3221221376.0,6.991,1.498,91.511,0.0,0.0,0.0,0.0,0.0,7047.0,97782.0
16-10 21:46:30,0.0,3221221376.0,0.501,1.002,98.396,0.0,0.0,0.100,0.0,0.0,225062627.0,329516.0
16-10 21:46:31,0.0,3221221376.0,0.250,0.300,99.400,0.0,0.0,0.050,0.0,0.0,30511071.0,4467.0
16-10 21:46:32,0.0,3221221376.0,0.251,0.827,98.797,0.0,0.0,0.125,0.0,12288.0,210512858.0,327598.0
16-10 21:46:33,0.0,3221221376.0,61.965,11.631,26.404,0.0,0.0,0.0,0.0,0.0,8232.0,182.0
16-10 21:46:34,0.0,3221221376.0,74.592,18.009,7.374,0.0,0.0,0.025,0.0,0.0,85970.0,97986031.0
16-10 21:46:35,0.0,3221221376.0,44.402,1.135,54.463,0.0,0.0,0.0,0.0,0.0,66834.0,149736988.0
16-10 21:46:36,0.0,3221221376.0,56.308,3.793,39.899,0.0,0.0,0.0,0.0,0.0,11646.0,6484569.0
16-10 21:46:37,0.0,3221221376.0,18.227,3.884,77.888,0.0,0.0,0.0,0.0,45056.0,8574.0,1285091.0
16-10 21:46:38,0.0,3221221376.0,23.513,3.882,72.605,0.0,0.0,0.0,0.0,12288.0,47814975.0,186958.0
16-10 21:46:39,0.0,3221221376.0,0.427,1.181,98.216,0.0,0.0,0.176,0.0,0.0,207761222.0,274867.0
16-10 21:46:40,0.0,3221221376.0,0.050,0.275,99.675,0.0,0.0,0.0,0.0,0.0,65974180.0,112179.0
16-10 21:46:41,0.0,3221221376.0,37.612,6.231,56.082,0.0,0.0,0.075,0.0,0.0,144544323.0,210080.0
16-10 21:46:42,0.0,3221221376.0,82.694,8.478,8.753,0.0,0.0,0.075,0.0,8192.0,95857.0,79182608.0
16-10 21:46:43,0.0,3221221376.0,53.798,14.022,32.130,0.0,0.0,0.050,0.0,0.0,145263.0,168553934.0
16-10 21:46:44,0.0,3221221376.0,40.399,3.666,55.935,0.0,0.0,0.0,0.0,12288.0,11136.0,6484017.0
16-10 21:46:45,0.0,3221221376.0,34.697,0.934,64.369,0.0,0.0,0.0,0.0,0.0,8472.0,3369.0
16-10 21:46:46,0.0,3221221376.0,22.365,6.314,71.321,0.0,0.0,0.0,0.0,0.0,10104.0,1285473.0
16-10 21:46:47,0.0,3221221376.0,7.543,2.766,89.640,0.0,0.0,0.050,0.0,0.0,255567858.0,512777.0
16-10 21:46:48,0.0,3221221376.0,0.175,0.100,99.725,0.0,0.0,0.0,0.0,0.0,8899.0,314.0
16-10 21:46:49,0.0,3221221376.0,2.041,1.386,96.422,0.0,0.0,0.151,0.0,0.0,210510523.0,306669.0
16-10 21:46:50,0.0,3221221376.0,76.520,7.918,15.562,0.0,0.0,0.0,0.0,12288.0,6186.0,182.0
16-10 21:46:51,0.0,3221221376.0,68.418,7.745,23.812,0.0,0.0,0.025,0.0,0.0,113381.0,247713352.0
16-10 21:46:52,0.0,3221221376.0,49.937,1.205,48.858,0.0,0.0,0.0,0.0,0.0,9096.0,3712717.0
16-10 21:46:53,0.0,3221221376.0,47.279,2.421,50.300,0.0,0.0,0.0,0.0,0.0,7254.0,2782352.0
16-10 21:46:54,0.0,3221221376.0,17.958,2.814,79.228,0.0,0.0,0.0,0.0,0.0,7032.0,1285473.0
16-10 21:46:55,0.0,3221221376.0,14.938,3.684,81.327,0.0,0.0,0.050,0.0,0.0,136030644.0,329255.0
16-10 21:46:56,0.0,3221221376.0,0.800,0.825,98.325,0.0,0.0,0.050,0.0,28672.0,119541170.0,204906.0
16-10 21:46:57,0.0,3221221376.0,0.050,0.626,99.224,0.0,0.0,0.100,0.0,0.0,157708368.0,258669.0
16-10 21:46:58,0.0,3221221376.0,51.660,7.042,41.273,0.0,0.0,0.025,0.0,0.0,52806219.0,69874.0
16-10 21:46:59,0.0,3221221376.0,83.763,8.031,8.181,0.0,0.0,0.025,0.0,0.0,163299.0,177489221.0
16-10 21:47:00,0.0,3221221376.0,41.432,1.142,57.426,0.0,0.0,0.0,0.0,0.0,64712.0,70233122.0
16-10 21:47:01,0.0,3221221376.0,42.929,19.779,37.292,0.0,0.0,0.0,0.0,0.0,10002.0,6487726.0
16-10 21:47:02,0.0,3221221376.0,28.050,0.755,71.195,0.0,0.0,0.0,0.0,16384.0,5646.0,182.0
16-10 21:47:03,0.0,3221221376.0,24.321,7.168,68.511,0.0,0.0,0.0,0.0,0.0,7164.0,1285473.0
16-10 21:47:04,0.0,3221221376.0,3.785,2.231,93.858,0.0,0.0,0.125,0.0,0.0,255565130.0,491644.0
16-10 21:47:05,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,0.0,0.0,7677.0,414.0
16-10 21:47:06,0.0,3221221376.0,16.470,3.973,79.381,0.0,0.0,0.176,0.0,0.0,210509780.0,283462.0
16-10 21:47:07,0.0,3221221376.0,83.084,9.764,7.127,0.025,0.0,0.0,0.0,0.0,15377.0,17184313.0
16-10 21:47:08,0.0,3221221376.0,68.953,3.228,27.793,0.0,0.0,0.025,0.0,12288.0,147462.0,230537561.0
16-10 21:47:09,0.0,3221221376.0,36.101,2.942,60.908,0.050,0.0,0.0,0.0,0.0,9564.0,6481270.0
16-10 21:47:10,0.0,3221221376.0,42.843,1.381,55.751,0.0,0.0,0.025,0.0,0.0,6096.0,7346.0
16-10 21:47:11,0.0,3221221376.0,22.768,4.363,72.869,0.0,0.0,0.0,0.0,0.0,7332.0,1285473.0
16-10 21:47:12,0.0,3221221376.0,6.979,2.200,90.771,0.0,0.0,0.051,0.0,12288.0,255565746.0,447876.0
16-10 21:47:13,0.0,3221221376.0,0.351,0.225,99.424,0.0,0.0,0.0,0.0,0.0,9721.0,612.0
16-10 21:47:14,0.0,3221221376.0,0.977,1.203,97.745,0.0,0.0,0.075,0.0,12288.0,210517880.0,331720.0
16-10 21:47:15,0.0,3221221376.0,77.512,8.739,13.750,0.0,0.0,0.0,0.0,0.0,13086.0,182.0
16-10 21:47:16,0.0,3221221376.0,66.007,17.573,16.395,0.0,0.0,0.025,0.0,0.0,126917.0,223111475.0
16-10 21:47:17,0.0,3221221376.0,47.757,1.654,50.589,0.0,0.0,0.0,0.0,4096.0,22938.0,28317279.0
16-10 21:47:18,0.0,3221221376.0,52.457,1.662,45.882,0.0,0.0,0.0,0.0,0.0,8160.0,2782676.0
16-10 21:47:19,0.0,3221221376.0,17.453,1.740,80.807,0.0,0.0,0.0,0.0,0.0,7206.0,1285473.0
16-10 21:47:20,0.0,3221221376.0,14.392,2.531,83.027,0.0,0.0,0.051,0.0,12288.0,130734556.0,292425.0
16-10 21:47:21,0.0,3221221376.0,0.325,0.751,98.874,0.0,0.0,0.050,0.0,0.0,124838269.0,135002.0
16-10 21:47:22,0.0,3221221376.0,0.050,0.526,99.374,0.0,0.0,0.050,0.0,0.0,173785654.0,251584.0
16-10 21:47:23,0.0,3221221376.0,44.397,6.865,48.738,0.0,0.0,0.0,0.0,0.0,36728846.0,63674.0
16-10 21:47:24,0.0,3221221376.0,76.307,16.191,7.502,0.0,0.0,0.0,0.0,0.0,83443.0,66741559.0
16-10 21:47:25,0.0,3221221376.0,53.337,1.581,45.058,0.0,0.0,0.025,0.0,0.0,37688.0,180983156.0
16-10 21:47:26,0.0,3221221376.0,51.095,1.510,47.370,0.0,0.0,0.025,0.0,12288.0,8526.0,6487307.0
16-10 21:47:27,0.0,3221221376.0,25.777,0.832,73.390,0.0,0.0,0.0,0.0,0.0,6612.0,1285091.0
16-10 21:47:28,0.0,3221221376.0,26.140,5.283,68.577,0.0,0.0,0.0,0.0,0.0,5832.0,564.0
16-10 21:47:29,0.0,3221221376.0,1.998,1.598,96.329,0.0,0.0,0.075,0.0,0.0,255565675.0,503421.0
16-10 21:47:30,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,0.0,0.0,7277.0,248.0
16-10 21:47:31,0.0,3221221376.0,15.792,3.942,80.241,0.0,0.0,0.025,0.0,0.0,210510234.0,334868.0
16-10 21:47:32,0.0,3221221376.0,72.736,14.924,12.340,0.0,0.0,0.0,0.0,16384.0,7746.0,182.0
16-10 21:47:33,0.0,3221221376.0,66.038,11.840,22.046,0.0,0.0,0.075,0.0,0.0,163667.0,247730094.0
16-10 21:47:34,0.0,3221221376.0,41.719,1.538,56.743,0.0,0.0,0.0,0.0,0.0,10086.0,3707604.0
16-10 21:47:35,0.0,3221221376.0,45.075,2.912,52.013,0.0,0.0,0.0,0.0,0.0,10062.0,2782772.0
16-10 21:47:36,0.0,3221221376.0,20.383,3.182,76.435,0.0,0.0,0.0,0.0,0.0,9306.0,1285473.0
16-10 21:47:37,0.0,3221221376.0,11.232,3.061,85.530,0.0,0.0,0.177,0.0,0.0,251954752.0,459308.0
16-10 21:47:38,0.0,3221221376.0,0.300,0.275,99.424,0.0,0.0,0.0,0.0,28672.0,3620620.0,5066.0
16-10 21:47:39,0.0,3221221376.0,0.100,0.676,99.023,0.0,0.0,0.200,0.0,0.0,208313430.0,251475.0
16-10 21:47:40,0.0,3221221376.0,58.849,7.624,33.527,0.0,0.0,0.0,0.0,0.0,2206033.0,2342.0
16-10 21:47:41,0.0,3221221376.0,72.113,20.636,7.102,0.074,0.0,0.074,0.0,0.0,86993.0,122718357.0
16-10 21:47:42,0.0,3221221376.0,46.042,2.022,51.910,0.0,0.0,0.025,0.0,0.0,73008.0,125009554.0
16-10 21:47:43,0.0,3221221376.0,57.157,2.202,40.640,0.0,0.0,0.0,0.0,0.0,12252.0,6484893.0
16-10 21:47:44,0.0,3221221376.0,17.951,0.673,81.376,0.0,0.0,0.0,0.0,12288.0,10698.0,1285473.0
16-10 21:47:45,0.0,3221221376.0,19.539,2.740,77.695,0.0,0.0,0.026,0.0,0.0,25184640.0,155093.0
16-10 21:47:46,0.0,3221221376.0,0.377,1.181,98.291,0.0,0.0,0.151,0.0,0.0,230392175.0,329646.0
16-10 21:47:47,0.0,3221221376.0,0.050,0.075,99.875,0.0,0.0,0.0,0.0,8192.0,35785323.0,62703.0
16-10 21:47:48,0.0,3221221376.0,20.294,5.876,73.780,0.0,0.0,0.050,0.0,0.0,174736137.0,270590.0
16-10 21:47:49,0.0,3221221376.0,74.750,20.030,5.195,0.0,0.0,0.025,0.0,0.0,8278.0,4701.0
16-10 21:47:50,0.0,3221221376.0,66.838,7.150,25.935,0.026,0.0,0.051,0.0,12288.0,124319.0,247718057.0
16-10 21:47:51,0.0,3221221376.0,39.720,0.450,59.830,0.0,0.0,0.0,0.0,0.0,11526.0,3707764.0
16-10 21:47:52,0.0,3221221376.0,42.475,2.121,55.404,0.0,0.0,0.0,0.0,4096.0,11262.0,2782836.0
16-10 21:47:53,0.0,3221221376.0,20.005,2.596,77.399,0.0,0.0,0.0,0.0,0.0,9912.0,1285473.0
16-10 21:47:54,0.0,3221221376.0,10.705,3.002,86.168,0.025,0.0,0.100,0.0,0.0,199563993.0,410541.0
16-10 21:47:55,0.0,3221221376.0,0.401,0.451,99.123,0.0,0.0,0.025,0.0,0.0,56014158.0,23972.0
16-10 21:47:56,0.0,3221221376.0,0.150,0.702,99.123,0.0,0.0,0.025,0.0,12288.0,210511734.0,302500.0
