"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-1.grp3-asn2.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -ts -cdn --output /root/tf/dstat.csv",,,,"Date:","16 Oct 2018 21:46:08 CDT"

"system","swap",,"total cpu usage",,,,,,"dsk/total",,"net/total",
"time","used","free","usr","sys","idl","wai","hiq","siq","read","writ","recv","send"
16-10 21:46:08,0.0,3221221376.0,0.113,0.023,99.864,0.000,0.0,0.000,3430.245,35026.034,0.0,0.0
16-10 21:46:09,0.0,3221221376.0,2.327,3.778,93.895,0.0,0.0,0.0,0.0,0.0,6894.0,2104.0
16-10 21:46:10,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,6372.0,182.0
16-10 21:46:11,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,0.0,0.0,6366.0,182.0
16-10 21:46:12,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,49152.0,7146.0,182.0
16-10 21:46:13,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,0.0,0.0,9043.0,1091.0
16-10 21:46:14,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,0.0,0.0,7992.0,248.0
16-10 21:46:15,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9546.0,182.0
16-10 21:46:16,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,8706.0,182.0
16-10 21:46:17,0.0,3221221376.0,0.0,0.050,99.950,0.0,0.0,0.0,0.0,0.0,7986.0,182.0
16-10 21:46:18,0.0,3221221376.0,0.499,0.050,99.451,0.0,0.0,0.0,0.0,12288.0,7050833.0,20825.0
16-10 21:46:19,0.0,3221221376.0,0.527,1.305,98.043,0.0,0.0,0.125,0.0,0.0,248601088.0,359628.0
16-10 21:46:20,0.0,3221221376.0,0.0,0.100,99.875,0.0,0.0,0.025,0.0,0.0,36053969.0,58038.0
16-10 21:46:21,0.0,3221221376.0,24.501,5.783,69.616,0.0,0.0,0.100,0.0,0.0,174465820.0,225212.0
16-10 21:46:22,0.0,3221221376.0,83.205,9.629,7.091,0.025,0.0,0.050,0.0,0.0,31971.0,29515216.0
16-10 21:46:23,0.0,3221221376.0,62.029,5.224,32.645,0.051,0.0,0.051,0.0,0.0,201088.0,218710455.0
16-10 21:46:24,0.0,3221221376.0,29.703,21.681,48.566,0.051,0.0,0.0,0.0,12288.0,7774.0,3704394.0
16-10 21:46:25,0.0,3221221376.0,47.033,4.619,48.349,0.0,0.0,0.0,0.0,0.0,7602.0,2782676.0
16-10 21:46:26,0.0,3221221376.0,17.952,3.756,78.267,0.0,0.0,0.025,0.0,0.0,7278.0,1285473.0
16-10 21:46:27,0.0,3221221376.0,15.865,2.932,81.203,0.0,0.0,0.0,0.0,0.0,7246.0,97848.0
16-10 21:46:28,0.0,3221221376.0,0.502,1.130,98.292,0.0,0.0,0.075,0.0,0.0,243499026.0,366022.0
16-10 21:46:29,0.0,3221221376.0,0.225,0.200,99.575,0.0,0.0,0.0,0.0,0.0,12074366.0,7405.0
16-10 21:46:30,0.0,3221221376.0,0.025,0.777,98.973,0.0,0.0,0.225,0.0,12288.0,210511357.0,292281.0
16-10 21:46:31,0.0,3221221376.0,57.591,8.337,34.072,0.0,0.0,0.0,0.0,0.0,8406.0,182.0
16-10 21:46:32,0.0,3221221376.0,77.703,6.786,15.411,0.0,0.0,0.099,0.0,0.0,140427.0,205626074.0
16-10 21:46:33,0.0,3221221376.0,49.723,4.479,45.798,0.0,0.0,0.0,0.0,0.0,44580.0,45798718.0
16-10 21:46:34,0.0,3221221376.0,52.247,3.808,43.945,0.0,0.0,0.0,0.0,0.0,9582.0,2782448.0
16-10 21:46:35,0.0,3221221376.0,16.121,4.149,79.730,0.0,0.0,0.0,0.0,0.0,9162.0,1285473.0
16-10 21:46:36,0.0,3221221376.0,18.902,3.685,77.388,0.0,0.0,0.025,0.0,12288.0,36146302.0,160925.0
16-10 21:46:37,0.0,3221221376.0,0.376,1.003,98.495,0.0,0.0,0.125,0.0,8192.0,219429087.0,278130.0
16-10 21:46:38,0.0,3221221376.0,0.025,0.200,99.775,0.0,0.0,0.0,0.0,0.0,52844409.0,89127.0
16-10 21:46:39,0.0,3221221376.0,32.622,6.881,60.422,0.0,0.0,0.075,0.0,0.0,157675305.0,228398.0
16-10 21:46:40,0.0,3221221376.0,83.099,9.216,7.609,0.025,0.0,0.050,0.0,0.0,82199.0,59492347.0
16-10 21:46:41,0.0,3221221376.0,54.307,2.096,43.471,0.076,0.0,0.051,0.0,16384.0,182364.0,188232915.0
16-10 21:46:42,0.0,3221221376.0,50.225,3.050,46.700,0.025,0.0,0.0,0.0,4096.0,10080.0,6480881.0
16-10 21:46:43,0.0,3221221376.0,27.199,1.445,71.331,0.025,0.0,0.0,0.0,0.0,10272.0,1291360.0
16-10 21:46:44,0.0,3221221376.0,26.101,4.937,68.962,0.0,0.0,0.0,0.0,0.0,8172.0,564.0
16-10 21:46:45,0.0,3221221376.0,0.652,1.353,97.945,0.0,0.0,0.050,0.0,0.0,255566927.0,450659.0
16-10 21:46:46,0.0,3221221376.0,0.150,0.100,99.750,0.0,0.0,0.0,0.0,0.0,9328.0,673.0
16-10 21:46:47,0.0,3221221376.0,0.226,0.903,98.771,0.0,0.0,0.100,0.0,45056.0,210510217.0,289431.0
16-10 21:46:48,0.0,3221221376.0,74.504,9.921,15.575,0.0,0.0,0.0,0.0,0.0,6426.0,182.0
16-10 21:46:49,0.0,3221221376.0,73.659,6.667,19.624,0.0,0.0,0.050,0.0,0.0,206448.0,247714476.0
16-10 21:46:50,0.0,3221221376.0,45.464,1.019,53.517,0.0,0.0,0.0,0.0,0.0,8064.0,3712717.0
16-10 21:46:51,0.0,3221221376.0,46.396,2.259,51.320,0.025,0.0,0.0,0.0,0.0,7326.0,2782352.0
16-10 21:46:52,0.0,3221221376.0,19.182,2.511,78.308,0.0,0.0,0.0,0.0,0.0,7164.0,1285473.0
16-10 21:46:53,0.0,3221221376.0,14.571,3.749,81.655,0.0,0.0,0.025,0.0,28672.0,124545695.0,267913.0
16-10 21:46:54,0.0,3221221376.0,0.351,0.827,98.797,0.0,0.0,0.025,0.0,0.0,131025499.0,187306.0
16-10 21:46:55,0.0,3221221376.0,0.050,0.325,99.574,0.0,0.0,0.050,0.0,0.0,96099226.0,176373.0
16-10 21:46:56,0.0,3221221376.0,40.324,5.978,53.649,0.0,0.0,0.050,0.0,0.0,114422031.0,103760.0
16-10 21:46:57,0.0,3221221376.0,70.334,21.270,8.397,0.0,0.0,0.0,0.0,0.0,39594.0,20385773.0
16-10 21:46:58,0.0,3221221376.0,59.720,2.981,37.248,0.0,0.0,0.051,0.0,0.0,113088.0,227335104.0
16-10 21:46:59,0.0,3221221376.0,42.595,3.008,54.397,0.0,0.0,0.0,0.0,12288.0,9144.0,6484736.0
16-10 21:47:00,0.0,3221221376.0,34.453,0.122,65.426,0.0,0.0,0.0,0.0,0.0,5952.0,3172.0
16-10 21:47:01,0.0,3221221376.0,26.811,4.390,68.800,0.0,0.0,0.0,0.0,0.0,7229.0,1383036.0
16-10 21:47:02,0.0,3221221376.0,0.753,1.305,97.868,0.0,0.0,0.075,0.0,0.0,255564663.0,369517.0
16-10 21:47:03,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,7497.0,414.0
16-10 21:47:04,0.0,3221221376.0,10.525,2.525,86.725,0.0,0.0,0.225,0.0,0.0,210509977.0,268535.0
16-10 21:47:05,0.0,3221221376.0,77.049,9.687,13.264,0.0,0.0,0.0,0.0,12288.0,6966.0,182.0
16-10 21:47:06,0.0,3221221376.0,65.029,15.092,19.853,0.0,0.0,0.025,0.0,0.0,95056.0,247721243.0
16-10 21:47:07,0.0,3221221376.0,44.958,0.524,54.493,0.0,0.0,0.025,0.0,0.0,7710.0,3705940.0
16-10 21:47:08,0.0,3221221376.0,44.467,1.610,53.923,0.0,0.0,0.0,0.0,0.0,7944.0,2782676.0
16-10 21:47:09,0.0,3221221376.0,21.140,2.598,76.261,0.0,0.0,0.0,0.0,0.0,7326.0,1285473.0
16-10 21:47:10,0.0,3221221376.0,8.889,3.040,87.969,0.0,0.0,0.102,0.0,0.0,255564344.0,425865.0
16-10 21:47:11,0.0,3221221376.0,0.301,0.150,99.549,0.0,0.0,0.0,0.0,12288.0,9914.0,961.0
16-10 21:47:12,0.0,3221221376.0,0.200,1.027,98.747,0.0,0.0,0.025,0.0,0.0,210517466.0,308002.0
16-10 21:47:13,0.0,3221221376.0,76.732,9.965,13.303,0.0,0.0,0.0,0.0,0.0,13566.0,182.0
16-10 21:47:14,0.0,3221221376.0,70.257,6.208,23.460,0.0,0.0,0.075,0.0,0.0,233846.0,247773155.0
16-10 21:47:15,0.0,3221221376.0,47.201,0.373,52.426,0.0,0.0,0.0,0.0,0.0,14574.0,3706450.0
16-10 21:47:16,0.0,3221221376.0,47.114,1.786,51.076,0.0,0.0,0.024,0.0,0.0,8148.0,2782676.0
16-10 21:47:17,0.0,3221221376.0,17.131,2.864,80.005,0.0,0.0,0.0,0.0,16384.0,7152.0,1285473.0
16-10 21:47:18,0.0,3221221376.0,17.145,3.802,78.877,0.0,0.0,0.176,0.0,0.0,163256513.0,302894.0
16-10 21:47:19,0.0,3221221376.0,0.576,0.702,98.722,0.0,0.0,0.0,0.0,0.0,92315841.0,141971.0
16-10 21:47:20,0.0,3221221376.0,0.050,0.602,99.323,0.0,0.0,0.025,0.0,0.0,161254036.0,253328.0
16-10 21:47:21,0.0,3221221376.0,51.982,8.555,39.438,0.0,0.0,0.025,0.0,0.0,49260524.0,77252.0
16-10 21:47:22,0.0,3221221376.0,85.027,5.082,9.865,0.0,0.0,0.025,0.0,12288.0,210344.0,188730983.0
16-10 21:47:23,0.0,3221221376.0,45.925,1.461,52.589,0.025,0.0,0.0,0.0,0.0,40380.0,62694272.0
16-10 21:47:24,0.0,3221221376.0,59.356,2.792,37.852,0.0,0.0,0.0,0.0,0.0,6234.0,2787593.0
16-10 21:47:25,0.0,3221221376.0,14.529,2.351,83.121,0.0,0.0,0.0,0.0,0.0,6876.0,1285473.0
16-10 21:47:26,0.0,3221221376.0,20.745,3.424,75.831,0.0,0.0,0.0,0.0,0.0,6341.0,97745.0
16-10 21:47:27,0.0,3221221376.0,0.452,1.332,98.089,0.0,0.0,0.126,0.0,8192.0,255565157.0,383788.0
16-10 21:47:28,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,0.0,12288.0,7217.0,248.0
16-10 21:47:29,0.0,3221221376.0,13.494,3.461,83.020,0.0,0.0,0.025,0.0,0.0,210510414.0,318020.0
16-10 21:47:30,0.0,3221221376.0,77.659,9.245,13.096,0.0,0.0,0.0,0.0,0.0,7378.0,7172.0
16-10 21:47:31,0.0,3221221376.0,72.094,4.862,22.968,0.0,0.0,0.076,0.0,0.0,223054.0,247748683.0
16-10 21:47:32,0.0,3221221376.0,35.351,2.865,61.784,0.0,0.0,0.0,0.0,0.0,11844.0,6482934.0
16-10 21:47:33,0.0,3221221376.0,45.216,1.349,53.435,0.0,0.0,0.0,0.0,0.0,8484.0,7442.0
16-10 21:47:34,0.0,3221221376.0,20.919,3.365,75.716,0.0,0.0,0.0,0.0,28672.0,9366.0,1285473.0
16-10 21:47:35,0.0,3221221376.0,10.288,2.778,86.859,0.0,0.0,0.075,0.0,0.0,183216050.0,390287.0
16-10 21:47:36,0.0,3221221376.0,0.350,0.500,99.100,0.0,0.0,0.050,0.0,0.0,72359306.0,78445.0
16-10 21:47:37,0.0,3221221376.0,0.050,0.801,99.049,0.0,0.0,0.100,0.0,0.0,190054770.0,199731.0
16-10 21:47:38,0.0,3221221376.0,57.257,7.742,34.976,0.0,0.0,0.025,0.0,0.0,20464813.0,10478.0
16-10 21:47:39,0.0,3221221376.0,73.719,18.593,7.613,0.0,0.0,0.075,0.0,0.0,116882.0,115121113.0
16-10 21:47:40,0.0,3221221376.0,45.031,1.388,53.581,0.0,0.0,0.0,0.0,12288.0,89568.0,132606749.0
16-10 21:47:41,0.0,3221221376.0,58.511,3.659,37.831,0.0,0.0,0.0,0.0,0.0,10782.0,6484893.0
16-10 21:47:42,0.0,3221221376.0,15.751,3.120,81.128,0.0,0.0,0.0,0.0,0.0,9612.0,1285091.0
16-10 21:47:43,0.0,3221221376.0,22.830,3.366,73.779,0.0,0.0,0.025,0.0,0.0,32095846.0,127952.0
16-10 21:47:44,0.0,3221221376.0,0.652,1.253,97.944,0.0,0.0,0.150,0.0,0.0,223479986.0,337338.0
16-10 21:47:45,0.0,3221221376.0,0.025,0.050,99.925,0.0,0.0,0.0,0.0,0.0,22965979.0,31047.0
16-10 21:47:46,0.0,3221221376.0,21.855,6.402,71.718,0.0,0.0,0.025,0.0,12288.0,187555252.0,247989.0
16-10 21:47:47,0.0,3221221376.0,83.216,10.120,6.663,0.0,0.0,0.0,0.0,0.0,34220.0,42257125.0
16-10 21:47:48,0.0,3221221376.0,62.335,2.694,34.921,0.0,0.0,0.050,0.0,0.0,165898.0,205465433.0
16-10 21:47:49,0.0,3221221376.0,46.745,4.225,49.031,0.0,0.0,0.0,0.0,0.0,11232.0,6483989.0
16-10 21:47:50,0.0,3221221376.0,29.881,0.429,69.689,0.0,0.0,0.0,0.0,0.0,9264.0,6611.0
16-10 21:47:51,0.0,3221221376.0,24.875,5.511,69.614,0.0,0.0,0.0,0.0,0.0,10224.0,1285473.0
16-10 21:47:52,0.0,3221221376.0,1.950,1.625,96.226,0.0,0.0,0.200,0.0,16384.0,247949207.0,440546.0
16-10 21:47:53,0.0,3221221376.0,0.275,0.200,99.525,0.0,0.0,0.0,0.0,0.0,7628753.0,13395.0
16-10 21:47:54,0.0,3221221376.0,0.050,0.727,99.223,0.0,0.0,0.0,0.0,0.0,207446208.0,310263.0
16-10 21:47:55,0.0,3221221376.0,54.616,8.456,36.928,0.0,0.0,0.0,0.0,0.0,3075295.0,4076.0
16-10 21:47:56,0.0,3221221376.0,79.350,9.318,11.282,0.0,0.0,0.050,0.0,0.0,188156.0,176577393.0
16-10 21:47:57,0.0,3221221376.0,47.637,1.181,51.181,0.0,0.0,0.0,0.0,12288.0,36732.0,75127909.0
