"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-0.grp3-asn2.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -ts -cdn --output /root/tf/dstat.csv",,,,"Date:","16 Oct 2018 21:46:07 CDT"

"system","swap",,"total cpu usage",,,,,,"dsk/total",,"net/total",
"time","used","free","usr","sys","idl","wai","hiq","siq","read","writ","recv","send"
16-10 21:46:07,0.0,3221221376.0,0.215,0.052,99.732,0.000,0.0,0.001,488.570,51621.598,0.0,0.0
16-10 21:46:08,0.0,3221221376.0,6.466,11.554,81.980,0.0,0.0,0.0,0.0,0.0,12278.0,4910.0
16-10 21:46:09,0.0,3221221376.0,2.101,0.425,97.474,0.0,0.0,0.0,0.0,0.0,8082.0,2194.0
16-10 21:46:10,0.0,3221221376.0,2.475,0.075,97.450,0.0,0.0,0.0,0.0,0.0,7768.0,1642.0
16-10 21:46:11,0.0,3221221376.0,2.425,0.075,97.500,0.0,0.0,0.0,0.0,0.0,7566.0,198.0
16-10 21:46:12,0.0,3221221376.0,2.471,0.349,97.130,0.0,0.0,0.050,0.0,159744.0,11313.0,4863.0
16-10 21:46:13,0.0,3221221376.0,1.050,3.474,95.476,0.0,0.0,0.0,0.0,0.0,8946.0,252.0
16-10 21:46:14,0.0,3221221376.0,0.875,1.650,97.474,0.0,0.0,0.0,0.0,0.0,10064.0,296.0
16-10 21:46:15,0.0,3221221376.0,9.975,1.397,88.628,0.0,0.0,0.0,0.0,1179648.0,9258.0,954.0
16-10 21:46:16,0.0,3221221376.0,2.451,0.025,97.524,0.0,0.0,0.0,0.0,0.0,8286.0,198.0
16-10 21:46:17,0.0,3221221376.0,8.622,1.378,89.950,0.0,0.0,0.050,0.0,1753088.0,169877.0,76181546.0
16-10 21:46:18,0.0,3221221376.0,24.439,3.376,71.857,0.0,0.0,0.328,0.0,0.0,958507.0,690729313.0
16-10 21:46:19,0.0,3221221376.0,11.498,2.680,85.696,0.0,0.0,0.125,0.0,0.0,251670.0,196429586.0
16-10 21:46:20,0.0,3221221376.0,47.190,9.508,43.251,0.0,0.0,0.050,0.0,0.0,552636.0,435081850.0
16-10 21:46:21,0.0,3221221376.0,83.078,8.247,8.398,0.0,0.0,0.277,0.0,0.0,188529061.0,158601.0
16-10 21:46:22,0.0,3221221376.0,45.923,12.903,40.640,0.0,0.0,0.533,0.0,24576.0,555537569.0,513744.0
16-10 21:46:23,0.0,3221221376.0,46.748,5.678,47.549,0.0,0.0,0.025,0.0,0.0,13896067.0,5946.0
16-10 21:46:24,0.0,3221221376.0,28.786,1.026,70.188,0.0,0.0,0.0,0.0,0.0,5578097.0,2838.0
16-10 21:46:25,0.0,3221221376.0,25.756,7.586,66.658,0.0,0.0,0.0,0.0,0.0,3862239.0,4356.0
16-10 21:46:26,0.0,3221221376.0,2.323,0.999,96.678,0.0,0.0,0.0,0.0,0.0,299784.0,2883.0
16-10 21:46:27,0.0,3221221376.0,19.809,3.771,76.169,0.0,0.0,0.251,0.0,0.0,1019607.0,747204213.0
16-10 21:46:28,0.0,3221221376.0,17.432,2.759,78.455,1.079,0.0,0.276,0.0,245927936.0,10189.0,19466213.0
16-10 21:46:29,0.0,3221221376.0,24.641,5.442,69.715,0.0,0.0,0.202,0.0,0.0,866214.0,631510338.0
16-10 21:46:30,0.0,3221221376.0,80.963,11.312,7.700,0.025,0.0,0.0,0.0,0.0,11262.0,1926.0
16-10 21:46:31,0.0,3221221376.0,64.143,7.318,27.956,0.0,0.0,0.582,0.0,0.0,571759834.0,374422.0
16-10 21:46:32,0.0,3221221376.0,37.935,9.916,51.945,0.051,0.0,0.153,0.0,0.0,182528826.0,68942.0
16-10 21:46:33,0.0,3221221376.0,46.487,2.993,50.520,0.0,0.0,0.0,0.0,24576.0,8356153.0,6888.0
16-10 21:46:34,0.0,3221221376.0,20.692,3.536,75.771,0.0,0.0,0.0,0.0,0.0,3863357.0,4302.0
16-10 21:46:35,0.0,3221221376.0,17.289,4.291,78.344,0.0,0.0,0.076,0.0,0.0,576827.0,169070392.0
16-10 21:46:36,0.0,3221221376.0,24.420,3.301,72.077,0.0,0.0,0.202,0.0,0.0,783422.0,597602400.0
16-10 21:46:37,0.0,3221221376.0,11.673,1.954,86.172,0.0,0.0,0.200,0.0,0.0,341289.0,215363670.0
16-10 21:46:38,0.0,3221221376.0,63.106,11.360,25.383,0.0,0.0,0.151,0.0,385024.0,594318.0,416146848.0
16-10 21:46:39,0.0,3221221376.0,74.317,9.782,15.576,0.050,0.0,0.276,0.0,0.0,266302266.0,324816.0
16-10 21:46:40,0.0,3221221376.0,45.123,9.630,44.647,0.0,0.0,0.600,0.0,0.0,476878024.0,363435.0
16-10 21:46:41,0.0,3221221376.0,59.404,2.953,37.643,0.0,0.0,0.0,0.0,0.0,19456502.0,12728.0
16-10 21:46:42,0.0,3221221376.0,15.369,2.822,81.809,0.0,0.0,0.0,0.0,0.0,1306237.0,2612.0
16-10 21:46:43,0.0,3221221376.0,21.657,3.584,74.733,0.0,0.0,0.025,0.0,69632.0,2677549.0,4601.0
16-10 21:46:44,0.0,3221221376.0,21.563,3.694,74.466,0.0,0.0,0.276,0.0,0.0,1339201.0,766673089.0
16-10 21:46:45,0.0,3221221376.0,16.072,2.210,81.542,0.0,0.0,0.176,0.0,0.0,8282.0,3749.0
16-10 21:46:46,0.0,3221221376.0,25.340,7.413,67.146,0.0,0.0,0.101,0.0,0.0,878937.0,631512150.0
16-10 21:46:47,0.0,3221221376.0,86.280,6.622,7.098,0.0,0.0,0.0,0.0,0.0,9584.0,3244.0
16-10 21:46:48,0.0,3221221376.0,60.639,9.067,29.598,0.0,0.0,0.696,0.0,425984.0,743164855.0,490253.0
16-10 21:46:49,0.0,3221221376.0,37.723,5.807,56.470,0.0,0.0,0.0,0.0,0.0,13905553.0,11150.0
16-10 21:46:50,0.0,3221221376.0,43.080,1.988,54.932,0.0,0.0,0.0,0.0,368640.0,5577970.0,6484.0
16-10 21:46:51,0.0,3221221376.0,21.833,4.918,73.249,0.0,0.0,0.0,0.0,0.0,3863687.0,6122.0
16-10 21:46:52,0.0,3221221376.0,22.348,4.132,73.419,0.0,0.0,0.101,0.0,0.0,945065.0,431635986.0
16-10 21:46:53,0.0,3221221376.0,20.071,3.055,76.572,0.0,0.0,0.303,0.0,0.0,525632.0,335036169.0
16-10 21:46:54,0.0,3221221376.0,9.253,3.285,87.387,0.025,0.0,0.050,0.0,380928.0,708507.0,437405674.0
