"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-3.grp3-asn2.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -ts -cdn --output /root/tf/dstat.csv",,,,"Date:","16 Oct 2018 21:36:10 CDT"

"system","swap",,"total cpu usage",,,,,,"dsk/total",,"net/total",
"time","used","free","usr","sys","idl","wai","hiq","siq","read","writ","recv","send"
16-10 21:36:10,0.0,3221221376.0,0.044,0.010,99.945,0.000,0.0,0.000,440.104,34900.117,0.0,0.0
16-10 21:36:11,0.0,3221221376.0,2.901,4.827,92.271,0.0,0.0,0.0,0.0,0.0,6384.0,1692.0
16-10 21:36:12,0.0,3221221376.0,0.025,0.025,99.950,0.0,0.0,0.0,0.0,0.0,5706.0,182.0
16-10 21:36:13,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,6366.0,182.0
16-10 21:36:14,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,13026.0,182.0
16-10 21:36:15,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,0.0,0.0,14895.0,855.0
16-10 21:36:16,0.0,3221221376.0,0.025,0.025,99.950,0.0,0.0,0.0,0.0,81920.0,13581.0,298.0
16-10 21:36:17,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,0.0,0.0,11766.0,182.0
16-10 21:36:18,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,0.0,0.0,5766.0,182.0
16-10 21:36:19,0.0,3221221376.0,0.0,0.050,99.950,0.0,0.0,0.0,0.0,0.0,4866.0,182.0
16-10 21:36:20,0.0,3221221376.0,0.349,0.150,99.476,0.0,0.0,0.025,0.0,0.0,4489116.0,28491.0
16-10 21:36:21,0.0,3221221376.0,5.282,2.364,92.153,0.0,0.0,0.201,0.0,0.0,303794288.0,478622.0
16-10 21:36:22,0.0,3221221376.0,60.405,6.506,33.038,0.0,0.0,0.051,0.0,12288.0,263147.0,154397059.0
16-10 21:36:23,0.0,3221221376.0,11.932,1.557,86.511,0.0,0.0,0.0,0.0,0.0,37593.0,101689318.0
16-10 21:36:24,0.0,3221221376.0,0.201,1.005,98.643,0.0,0.0,0.151,0.0,0.0,246520418.0,358552.0
16-10 21:36:25,0.0,3221221376.0,29.804,28.571,41.574,0.025,0.0,0.025,0.0,0.0,61679316.0,128193.0
16-10 21:36:26,0.0,3221221376.0,41.279,7.290,51.356,0.0,0.0,0.075,0.0,0.0,127875.0,255456282.0
16-10 21:36:27,0.0,3221221376.0,7.313,2.204,90.333,0.0,0.0,0.150,0.0,0.0,255569995.0,405356.0
16-10 21:36:28,0.0,3221221376.0,52.112,6.787,41.076,0.0,0.0,0.025,0.0,12288.0,52744592.0,89298852.0
16-10 21:36:29,0.0,3221221376.0,25.234,7.416,67.299,0.0,0.0,0.051,0.0,0.0,50534675.0,166470817.0
16-10 21:36:30,0.0,3221221376.0,13.165,3.038,83.747,0.0,0.0,0.051,0.0,0.0,257766463.0,402702.0
16-10 21:36:31,0.0,3221221376.0,54.683,6.185,39.056,0.0,0.0,0.076,0.0,0.0,264146.0,254274241.0
16-10 21:36:32,0.0,3221221376.0,8.023,1.358,90.518,0.0,0.0,0.101,0.0,0.0,161412671.0,1631320.0
16-10 21:36:33,0.0,3221221376.0,28.539,15.936,55.450,0.0,0.0,0.075,0.0,45056.0,146789911.0,211944.0
16-10 21:36:34,0.0,3221221376.0,44.974,8.364,46.562,0.025,0.0,0.074,0.0,12288.0,215445.0,255704956.0
16-10 21:36:35,0.0,3221221376.0,5.672,2.042,92.186,0.0,0.0,0.101,0.0,0.0,264823900.0,484929.0
16-10 21:36:36,0.0,3221221376.0,51.593,8.553,39.804,0.0,0.0,0.050,0.0,0.0,43489358.0,112103401.0
16-10 21:36:37,0.0,3221221376.0,24.369,2.296,73.310,0.0,0.0,0.025,0.0,0.0,134086.0,143560333.0
16-10 21:36:38,0.0,3221221376.0,8.133,2.761,88.956,0.0,0.0,0.151,0.0,0.0,308193345.0,462632.0
16-10 21:36:39,0.0,3221221376.0,61.621,6.655,31.624,0.025,0.0,0.075,0.0,0.0,250964.0,235207861.0
16-10 21:36:40,0.0,3221221376.0,8.669,1.764,89.541,0.0,0.0,0.025,0.0,12288.0,153584790.0,20603617.0
16-10 21:36:41,0.0,3221221376.0,30.286,7.515,62.049,0.0,0.0,0.150,0.0,0.0,154629368.0,17420281.0
16-10 21:36:42,0.0,3221221376.0,42.472,3.690,53.764,0.0,0.0,0.074,0.0,0.0,237806.0,238369753.0
16-10 21:36:43,0.0,3221221376.0,4.197,2.161,93.541,0.0,0.0,0.101,0.0,4096.0,255570233.0,537396.0
16-10 21:36:44,0.0,3221221376.0,50.514,6.801,42.635,0.0,0.0,0.050,0.0,0.0,52760678.0,107756693.0
16-10 21:36:45,0.0,3221221376.0,26.758,2.195,71.022,0.0,0.0,0.025,0.0,0.0,52022502.0,148015882.0
16-10 21:36:46,0.0,3221221376.0,14.250,3.834,81.765,0.0,0.0,0.151,0.0,12288.0,256278246.0,400768.0
16-10 21:36:47,0.0,3221221376.0,52.967,6.263,40.720,0.0,0.0,0.051,0.0,0.0,288178.0,254597853.0
16-10 21:36:48,0.0,3221221376.0,7.361,1.878,90.636,0.0,0.0,0.125,0.0,0.0,204429688.0,1729638.0
16-10 21:36:49,0.0,3221221376.0,43.476,8.114,48.310,0.0,0.0,0.100,0.0,0.0,103819882.0,68698457.0
16-10 21:36:50,0.0,3221221376.0,33.568,1.960,64.422,0.0,0.0,0.050,0.0,0.0,244136.0,187029730.0
16-10 21:36:51,0.0,3221221376.0,0.576,1.152,98.147,0.0,0.0,0.125,0.0,0.0,261658796.0,365323.0
16-10 21:36:52,0.0,3221221376.0,51.092,7.313,41.544,0.0,0.0,0.051,0.0,28672.0,46707376.0,145985281.0
16-10 21:36:53,0.0,3221221376.0,24.206,2.219,73.500,0.0,0.0,0.076,0.0,0.0,69595201.0,109795200.0
16-10 21:36:54,0.0,3221221376.0,18.157,3.696,78.047,0.0,0.0,0.100,0.0,0.0,238697948.0,338872.0
