"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-1.grp3-asn2.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -ts -cdn --output /root/tf/dstat.csv",,,,"Date:","16 Oct 2018 21:36:08 CDT"

"system","swap",,"total cpu usage",,,,,,"dsk/total",,"net/total",
"time","used","free","usr","sys","idl","wai","hiq","siq","read","writ","recv","send"
16-10 21:36:08,0.0,3221221376.0,0.105,0.022,99.873,0.000,0.0,0.000,3434.794,35070.028,0.0,0.0
16-10 21:36:09,0.0,3221221376.0,2.375,3.650,93.975,0.0,0.0,0.0,0.0,0.0,6384.0,1746.0
16-10 21:36:10,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,5706.0,182.0
16-10 21:36:11,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,0.0,0.0,6426.0,182.0
16-10 21:36:12,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,12666.0,182.0
16-10 21:36:13,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,0.0,49152.0,13626.0,182.0
16-10 21:36:14,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,14749.0,971.0
16-10 21:36:15,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,12126.0,182.0
16-10 21:36:16,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,0.0,0.0,6006.0,182.0
16-10 21:36:17,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,0.0,0.0,4926.0,182.0
16-10 21:36:18,0.0,3221221376.0,0.100,0.025,99.875,0.0,0.0,0.0,0.0,0.0,419195.0,9309.0
16-10 21:36:19,0.0,3221221376.0,4.218,2.385,93.271,0.0,0.0,0.126,0.0,12288.0,307853702.0,396671.0
16-10 21:36:20,0.0,3221221376.0,56.678,7.126,36.068,0.0,0.0,0.128,0.0,0.0,302232.0,232062868.0
16-10 21:36:21,0.0,3221221376.0,12.043,0.983,86.974,0.0,0.0,0.0,0.0,0.0,14300.0,26137385.0
16-10 21:36:22,0.0,3221221376.0,0.475,1.175,98.125,0.0,0.0,0.225,0.0,0.0,255565331.0,330976.0
16-10 21:36:23,0.0,3221221376.0,43.893,10.086,45.996,0.0,0.0,0.025,0.0,0.0,52684275.0,119840976.0
16-10 21:36:24,0.0,3221221376.0,30.139,3.026,66.835,0.0,0.0,0.0,0.0,0.0,145470.0,135838582.0
16-10 21:36:25,0.0,3221221376.0,0.251,1.155,98.443,0.0,0.0,0.151,0.0,12288.0,255568192.0,368437.0
16-10 21:36:26,0.0,3221221376.0,50.175,8.325,41.450,0.0,0.0,0.050,0.0,0.0,52748786.0,124524487.0
16-10 21:36:27,0.0,3221221376.0,24.987,2.120,72.842,0.0,0.0,0.050,0.0,0.0,41153967.0,131228719.0
16-10 21:36:28,0.0,3221221376.0,14.581,3.526,81.843,0.0,0.0,0.050,0.0,0.0,267155326.0,405893.0
16-10 21:36:29,0.0,3221221376.0,53.566,7.731,38.579,0.025,0.0,0.100,0.0,0.0,269690.0,254945196.0
16-10 21:36:30,0.0,3221221376.0,7.588,1.790,90.597,0.0,0.0,0.025,0.0,0.0,189928050.0,1619749.0
16-10 21:36:31,0.0,3221221376.0,32.239,8.060,59.627,0.0,0.0,0.075,0.0,12288.0,118278694.0,17339840.0
16-10 21:36:32,0.0,3221221376.0,40.868,3.784,55.298,0.0,0.0,0.050,0.0,0.0,231882.0,238307928.0
16-10 21:36:33,0.0,3221221376.0,1.807,1.556,96.537,0.0,0.0,0.100,0.0,0.0,255567124.0,482161.0
16-10 21:36:34,0.0,3221221376.0,49.625,9.066,41.259,0.0,0.0,0.050,0.0,0.0,52731542.0,125872951.0
16-10 21:36:35,0.0,3221221376.0,25.192,2.546,72.188,0.025,0.0,0.049,0.0,0.0,135035.0,129798054.0
16-10 21:36:36,0.0,3221221376.0,4.396,2.072,93.406,0.0,0.0,0.126,0.0,0.0,308192438.0,421614.0
