"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-0.grp3-asn2.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -ts -cdn --output /root/tf/dstat.csv",,,,"Date:","16 Oct 2018 21:36:07 CDT"

"system","swap",,"total cpu usage",,,,,,"dsk/total",,"net/total",
"time","used","free","usr","sys","idl","wai","hiq","siq","read","writ","recv","send"
16-10 21:36:07,0.0,3221221376.0,0.203,0.049,99.747,0.000,0.0,0.001,489.217,49457.551,0.0,0.0
16-10 21:36:08,0.0,3221221376.0,5.029,7.305,87.666,0.0,0.0,0.0,0.0,0.0,11430.0,5072.0
16-10 21:36:09,0.0,3221221376.0,3.282,3.758,92.961,0.0,0.0,0.0,0.0,0.0,6186.0,198.0
16-10 21:36:10,0.0,3221221376.0,2.451,0.075,97.474,0.0,0.0,0.0,0.0,212992.0,7644.0,1670.0
16-10 21:36:11,0.0,3221221376.0,2.424,0.100,97.476,0.0,0.0,0.0,0.0,0.0,13446.0,198.0
16-10 21:36:12,0.0,3221221376.0,2.399,0.125,97.476,0.0,0.0,0.0,0.0,0.0,16491.0,3085.0
16-10 21:36:13,0.0,3221221376.0,1.198,2.770,96.032,0.0,0.0,0.0,0.0,0.0,14460.0,963.0
16-10 21:36:14,0.0,3221221376.0,0.850,1.650,97.499,0.0,0.0,0.0,0.0,0.0,11946.0,198.0
16-10 21:36:15,0.0,3221221376.0,9.200,1.375,89.425,0.0,0.0,0.0,0.0,2068480.0,5958.0,754.0
16-10 21:36:16,0.0,3221221376.0,2.451,0.075,97.474,0.0,0.0,0.0,0.0,0.0,5406.0,198.0
16-10 21:36:17,0.0,3221221376.0,5.233,0.451,94.291,0.0,0.0,0.025,0.0,0.0,82716.0,48413676.0
16-10 21:36:18,0.0,3221221376.0,35.730,5.487,58.582,0.0,0.0,0.200,0.0,0.0,1305115.0,876373275.0
16-10 21:36:19,0.0,3221221376.0,56.401,11.847,30.999,0.0,0.0,0.753,0.0,0.0,676013060.0,769197.0
16-10 21:36:20,0.0,3221221376.0,19.274,9.146,71.529,0.0,0.0,0.050,0.0,53669888.0,91969894.0,27143.0
16-10 21:36:21,0.0,3221221376.0,20.938,3.835,74.319,0.732,0.0,0.177,0.0,185569280.0,1065243.0,766668768.0
16-10 21:36:22,0.0,3221221376.0,59.566,7.260,32.745,0.0,0.0,0.429,0.0,0.0,253440779.0,158006158.0
16-10 21:36:23,0.0,3221221376.0,36.387,10.669,52.491,0.0,0.0,0.453,0.0,0.0,513507863.0,389730.0
16-10 21:36:24,0.0,3221221376.0,22.130,3.659,73.960,0.0,0.0,0.251,0.0,0.0,1189974.0,791877789.0
16-10 21:36:25,0.0,3221221376.0,60.100,10.087,29.338,0.0,0.0,0.474,0.0,7995392.0,440533561.0,133089854.0
16-10 21:36:26,0.0,3221221376.0,41.635,10.943,47.019,0.0,0.0,0.403,0.0,0.0,326774571.0,184369437.0
16-10 21:36:27,0.0,3221221376.0,43.157,4.854,51.764,0.0,0.0,0.225,0.0,0.0,1100476.0,740391633.0
16-10 21:36:28,0.0,3221221376.0,51.192,17.529,30.391,0.0,0.0,0.888,0.0,0.0,763297325.0,718503.0
16-10 21:36:29,0.0,3221221376.0,31.939,7.199,60.735,0.0,0.0,0.127,0.0,0.0,4945983.0,572258079.0
16-10 21:36:30,0.0,3221221376.0,51.905,7.745,40.122,0.0,0.0,0.229,0.0,708608.0,49302379.0,352319041.0
16-10 21:36:31,0.0,3221221376.0,43.220,13.157,42.918,0.0,0.0,0.704,0.0,0.0,717742510.0,603285.0
16-10 21:36:32,0.0,3221221376.0,27.600,4.684,67.514,0.0,0.0,0.201,0.0,0.0,1403346.0,816336156.0
16-10 21:36:33,0.0,3221221376.0,57.560,22.177,19.733,0.0,0.0,0.529,0.0,0.0,422016525.0,108538806.0
16-10 21:36:34,0.0,3221221376.0,38.462,9.216,51.973,0.0,0.0,0.350,0.0,0.0,344993587.0,25948812.0
16-10 21:36:35,0.0,3221221376.0,38.164,5.416,56.244,0.0,0.0,0.176,0.0,712704.0,1269587.0,898932491.0
16-10 21:36:36,0.0,3221221376.0,58.794,11.935,28.438,0.0,0.0,0.833,0.0,0.0,762625773.0,691497.0
16-10 21:36:37,0.0,3221221376.0,32.647,9.408,57.844,0.0,0.0,0.102,0.0,0.0,4929050.0,482624131.0
16-10 21:36:38,0.0,3221221376.0,51.988,6.958,40.780,0.0,0.0,0.273,0.0,0.0,34962106.0,441949762.0
16-10 21:36:39,0.0,3221221376.0,43.720,11.726,43.821,0.0,0.0,0.733,0.0,0.0,731979234.0,657978.0
16-10 21:36:40,0.0,3221221376.0,29.082,5.031,65.711,0.0,0.0,0.176,0.0,724992.0,1638237.0,773006820.0
16-10 21:36:41,0.0,3221221376.0,58.580,10.614,30.402,0.0,0.0,0.404,0.0,0.0,403117585.0,151938390.0
16-10 21:36:42,0.0,3221221376.0,41.520,10.795,47.157,0.0,0.0,0.528,0.0,0.0,364214393.0,180916298.0
16-10 21:36:43,0.0,3221221376.0,41.660,4.476,53.613,0.0,0.0,0.250,0.0,0.0,1086928.0,743856714.0
16-10 21:36:44,0.0,3221221376.0,55.006,11.211,32.934,0.0,0.0,0.849,0.0,0.0,762634705.0,786495.0
16-10 21:36:45,0.0,3221221376.0,31.485,8.167,60.222,0.0,0.0,0.126,0.0,995328.0,5147637.0,692304864.0
16-10 21:36:46,0.0,3221221376.0,54.220,13.269,32.206,0.0,0.0,0.305,0.0,40960.0,196930470.0,232371574.0
16-10 21:36:47,0.0,3221221376.0,40.141,13.137,46.194,0.0,0.0,0.528,0.0,0.0,570197007.0,669536.0
16-10 21:36:48,0.0,3221221376.0,27.335,4.822,67.563,0.025,0.0,0.254,0.0,0.0,1182499.0,813814424.0
16-10 21:36:49,0.0,3221221376.0,60.725,9.704,29.086,0.0,0.0,0.485,0.0,0.0,444109863.0,111170784.0
