"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-2.grp3-asn2.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -ts -cdn --output /root/tf/dstat.csv",,,,"Date:","16 Oct 2018 21:36:07 CDT"

"system","swap",,"total cpu usage",,,,,,"dsk/total",,"net/total",
"time","used","free","usr","sys","idl","wai","hiq","siq","read","writ","recv","send"
16-10 21:36:07,0.0,3221221376.0,0.044,0.011,99.945,0.000,0.0,0.000,440.294,34837.237,0.0,0.0
16-10 21:36:08,0.0,3221221376.0,2.426,3.776,93.798,0.0,0.0,0.0,0.0,0.0,6384.0,1692.0
16-10 21:36:09,0.0,3221221376.0,0.025,0.0,99.975,0.0,0.0,0.0,0.0,0.0,5766.0,182.0
16-10 21:36:10,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,6306.0,182.0
16-10 21:36:11,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,0.0,86016.0,13206.0,182.0
16-10 21:36:12,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,0.0,0.0,14728.0,921.0
16-10 21:36:13,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,13707.0,298.0
16-10 21:36:14,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11826.0,182.0
16-10 21:36:15,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,0.0,0.0,5646.0,182.0
16-10 21:36:16,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,4866.0,182.0
16-10 21:36:17,0.0,3221221376.0,0.125,0.075,99.800,0.0,0.0,0.0,0.0,12288.0,16509769.0,22465.0
16-10 21:36:18,0.0,3221221376.0,4.831,2.603,92.390,0.0,0.0,0.175,0.0,0.0,291764569.0,454579.0
16-10 21:36:19,0.0,3221221376.0,56.806,6.744,36.400,0.0,0.0,0.050,0.0,0.0,210189.0,254471209.0
16-10 21:36:20,0.0,3221221376.0,12.303,1.019,86.679,0.0,0.0,0.0,0.0,0.0,7885.0,1383792.0
16-10 21:36:21,0.0,3221221376.0,0.551,1.252,97.997,0.0,0.0,0.200,0.0,0.0,255565299.0,375883.0
16-10 21:36:22,0.0,3221221376.0,44.277,12.174,43.474,0.0,0.0,0.075,0.0,0.0,52675381.0,87457133.0
16-10 21:36:23,0.0,3221221376.0,30.948,4.177,64.850,0.0,0.0,0.025,0.0,20480.0,176019.0,168363050.0
16-10 21:36:24,0.0,3221221376.0,0.553,1.206,98.065,0.0,0.0,0.176,0.0,0.0,255569057.0,364176.0
16-10 21:36:25,0.0,3221221376.0,51.701,9.030,39.245,0.0,0.0,0.025,0.0,0.0,52785334.0,195367709.0
16-10 21:36:26,0.0,3221221376.0,25.373,3.781,70.796,0.0,0.0,0.050,0.0,0.0,54559143.0,60394154.0
16-10 21:36:27,0.0,3221221376.0,17.116,3.725,79.084,0.025,0.0,0.050,0.0,0.0,253704242.0,348755.0
16-10 21:36:28,0.0,3221221376.0,52.728,6.623,40.599,0.0,0.0,0.051,0.0,0.0,209645.0,254205662.0
16-10 21:36:29,0.0,3221221376.0,8.157,2.593,89.174,0.0,0.0,0.076,0.0,12288.0,181542894.0,1644142.0
16-10 21:36:30,0.0,3221221376.0,33.191,7.195,59.539,0.0,0.0,0.075,0.0,0.0,126669111.0,17341523.0
16-10 21:36:31,0.0,3221221376.0,39.186,2.697,58.065,0.0,0.0,0.052,0.0,0.0,193336.0,238300371.0
16-10 21:36:32,0.0,3221221376.0,1.981,1.630,96.338,0.0,0.0,0.050,0.0,0.0,263590352.0,481166.0
16-10 21:36:33,0.0,3221221376.0,51.387,9.384,39.203,0.0,0.0,0.025,0.0,0.0,44717688.0,166990727.0
16-10 21:36:34,0.0,3221221376.0,25.519,4.328,70.103,0.0,0.0,0.050,0.0,0.0,98705.0,88656417.0
16-10 21:36:35,0.0,3221221376.0,4.895,4.317,90.663,0.0,0.0,0.126,0.0,12288.0,308189430.0,454146.0
16-10 21:36:36,0.0,3221221376.0,58.188,11.415,30.397,0.0,0.0,0.0,0.0,8192.0,208176.0,254206055.0
16-10 21:36:37,0.0,3221221376.0,12.851,1.790,85.309,0.0,0.0,0.050,0.0,0.0,151329602.0,1686723.0
16-10 21:36:38,0.0,3221221376.0,29.529,5.491,64.954,0.0,0.0,0.025,0.0,0.0,156890836.0,17352649.0
16-10 21:36:39,0.0,3221221376.0,42.701,3.158,54.116,0.0,0.0,0.025,0.0,0.0,218824.0,238309193.0
16-10 21:36:40,0.0,3221221376.0,3.766,1.883,94.276,0.0,0.0,0.075,0.0,0.0,255568727.0,476392.0
16-10 21:36:41,0.0,3221221376.0,51.347,7.979,40.649,0.0,0.0,0.025,0.0,16384.0,52769698.0,191508304.0
16-10 21:36:42,0.0,3221221376.0,26.743,3.448,69.735,0.025,0.0,0.050,0.0,0.0,56246546.0,64252769.0
16-10 21:36:43,0.0,3221221376.0,14.498,3.681,81.720,0.0,0.0,0.101,0.0,0.0,251996453.0,377420.0
16-10 21:36:44,0.0,3221221376.0,52.473,6.400,41.101,0.0,0.0,0.025,0.0,0.0,264439.0,254776064.0
16-10 21:36:45,0.0,3221221376.0,7.089,1.741,91.044,0.0,0.0,0.126,0.0,0.0,255569837.0,1692576.0
16-10 21:36:46,0.0,3221221376.0,41.665,8.424,49.887,0.0,0.0,0.025,0.0,61440.0,52675248.0,55038207.0
16-10 21:36:47,0.0,3221221376.0,34.707,2.372,62.871,0.0,0.0,0.050,0.0,0.0,223323.0,200640288.0
16-10 21:36:48,0.0,3221221376.0,0.703,1.281,97.815,0.0,0.0,0.201,0.0,0.0,263409634.0,423782.0
16-10 21:36:49,0.0,3221221376.0,52.142,6.678,41.104,0.0,0.0,0.076,0.0,0.0,44959213.0,192276162.0
16-10 21:36:50,0.0,3221221376.0,23.950,2.375,73.650,0.0,0.0,0.025,0.0,0.0,62022943.0,63460942.0
16-10 21:36:51,0.0,3221221376.0,16.259,2.924,80.766,0.0,0.0,0.050,0.0,0.0,246225316.0,345300.0
16-10 21:36:52,0.0,3221221376.0,50.837,6.258,42.853,0.0,0.0,0.052,0.0,28672.0,215184.0,254210036.0
16-10 21:36:53,0.0,3221221376.0,7.366,1.942,90.691,0.0,0.0,0.0,0.0,0.0,190369328.0,1634770.0
16-10 21:36:54,0.0,3221221376.0,37.298,7.034,55.668,0.0,0.0,0.0,0.0,0.0,117891907.0,68726766.0
16-10 21:36:55,0.0,3221221376.0,36.412,3.138,60.400,0.0,0.0,0.051,0.0,0.0,163567.0,187038593.0
16-10 21:36:56,0.0,3221221376.0,0.802,1.454,97.693,0.0,0.0,0.050,0.0,0.0,298283164.0,468446.0
16-10 21:36:57,0.0,3221221376.0,51.952,21.071,26.927,0.0,0.0,0.050,0.0,0.0,10023299.0,121868982.0
16-10 21:36:58,0.0,3221221376.0,25.734,2.511,71.705,0.0,0.0,0.050,0.0,12288.0,60116356.0,134159718.0
16-10 21:36:59,0.0,3221221376.0,16.905,4.508,78.487,0.0,0.0,0.100,0.0,0.0,248169655.0,380126.0
16-10 21:37:00,0.0,3221221376.0,50.926,6.081,42.893,0.0,0.0,0.100,0.0,0.0,183934.0,254212052.0
16-10 21:37:01,0.0,3221221376.0,7.231,2.746,89.997,0.0,0.0,0.025,0.0,0.0,154010388.0,1614147.0
16-10 21:37:02,0.0,3221221376.0,30.838,6.163,62.924,0.0,0.0,0.075,0.0,0.0,154203723.0,17382341.0
16-10 21:37:03,0.0,3221221376.0,40.969,3.265,55.714,0.0,0.0,0.051,0.0,0.0,188268.0,238312685.0
16-10 21:37:04,0.0,3221221376.0,4.245,1.873,93.833,0.0,0.0,0.050,0.0,12288.0,255565686.0,459259.0
16-10 21:37:05,0.0,3221221376.0,49.924,6.004,44.046,0.0,0.0,0.025,0.0,0.0,52745447.0,156467486.0
16-10 21:37:06,0.0,3221221376.0,25.933,2.596,71.446,0.0,0.0,0.025,0.0,0.0,20760576.0,99254561.0
16-10 21:37:07,0.0,3221221376.0,7.302,2.660,89.937,0.0,0.0,0.100,0.0,0.0,287524746.0,417750.0
16-10 21:37:08,0.0,3221221376.0,59.918,6.272,33.733,0.0,0.0,0.076,0.0,0.0,223608.0,254212054.0
16-10 21:37:09,0.0,3221221376.0,8.911,1.877,89.136,0.0,0.0,0.075,0.0,0.0,166684128.0,1618058.0
16-10 21:37:10,0.0,3221221376.0,28.625,14.976,56.299,0.0,0.0,0.100,0.0,12288.0,141519026.0,188844.0
16-10 21:37:11,0.0,3221221376.0,42.743,6.608,50.599,0.0,0.0,0.050,0.0,0.0,189890.0,255514010.0
16-10 21:37:12,0.0,3221221376.0,7.297,2.357,90.171,0.0,0.0,0.176,0.0,0.0,255568052.0,494575.0
16-10 21:37:13,0.0,3221221376.0,50.820,7.801,41.328,0.0,0.0,0.050,0.0,0.0,52762973.0,182954631.0
16-10 21:37:14,0.0,3221221376.0,25.884,2.491,71.599,0.0,0.0,0.025,0.0,0.0,402811.0,72721589.0
16-10 21:37:15,0.0,3221221376.0,4.819,2.460,92.620,0.0,0.0,0.100,0.0,0.0,307872636.0,428807.0
16-10 21:37:16,0.0,3221221376.0,53.947,15.461,30.567,0.0,0.0,0.025,0.0,28672.0,202694.0,254212233.0
16-10 21:37:17,0.0,3221221376.0,17.878,1.899,80.147,0.0,0.0,0.076,0.0,0.0,139622439.0,1587844.0
16-10 21:37:18,0.0,3221221376.0,24.235,4.064,71.576,0.0,0.0,0.125,0.0,0.0,168580078.0,247204.0
16-10 21:37:19,0.0,3221221376.0,45.336,5.717,48.897,0.0,0.0,0.050,0.0,0.0,229726.0,255487713.0
16-10 21:37:20,0.0,3221221376.0,5.044,2.018,92.711,0.0,0.0,0.227,0.0,0.0,255566755.0,452107.0
16-10 21:37:21,0.0,3221221376.0,47.378,7.287,45.285,0.0,0.0,0.050,0.0,0.0,52732911.0,120222138.0
16-10 21:37:22,0.0,3221221376.0,29.327,3.761,66.912,0.0,0.0,0.0,0.0,12288.0,123726.0,135564555.0
16-10 21:37:23,0.0,3221221376.0,0.025,0.025,99.950,0.0,0.0,0.0,0.0,0.0,8018.0,97951.0
16-10 21:37:24,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,0.0,0.0,7146.0,512.0
