"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-0.grp3-asn2.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -ts -cdn --output /root/tf/dstat.csv",,,,"Date:","16 Oct 2018 20:22:38 CDT"

"system","swap",,"total cpu usage",,,,,,"dsk/total",,"net/total",
"time","used","free","usr","sys","idl","wai","hiq","siq","read","writ","recv","send"
16-10 20:22:38,0.0,3221221376.0,0.174,0.043,99.782,0.000,0.0,0.000,494.029,46519.057,0.0,0.0
16-10 20:22:39,0.0,3221221376.0,4.952,4.877,90.170,0.0,0.0,0.0,0.0,0.0,8902.0,610.0
16-10 20:22:40,0.0,3221221376.0,3.329,1.852,94.819,0.0,0.0,0.0,0.0,0.0,21586.0,1848.0
16-10 20:22:41,0.0,3221221376.0,1.604,0.476,97.920,0.0,0.0,0.0,0.0,0.0,32749.0,11816.0
16-10 20:22:42,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,0.0,0.0,8706.0,738.0
16-10 20:22:43,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,299008.0,8046.0,656.0
16-10 20:22:44,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,8586.0,378.0
16-10 20:22:45,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,0.0,0.0,8741.0,1515.0
16-10 20:22:46,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,8166.0,198.0
16-10 20:22:47,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,0.0,0.0,8946.0,198.0
16-10 20:22:48,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11742.0,1926.0
16-10 20:22:49,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,24576.0,8766.0,198.0
16-10 20:22:50,0.0,3221221376.0,0.0,0.050,99.950,0.0,0.0,0.0,0.0,0.0,9606.0,252.0
16-10 20:22:51,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9126.0,198.0
16-10 20:22:52,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,8946.0,198.0
16-10 20:22:53,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,0.0,0.0,8586.0,198.0
16-10 20:22:54,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,20480.0,7866.0,198.0
16-10 20:22:55,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,0.0,0.0,8166.0,198.0
16-10 20:22:56,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,7506.0,198.0
16-10 20:22:57,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,7566.0,198.0
16-10 20:22:58,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,0.0,0.0,6786.0,198.0
16-10 20:22:59,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,20480.0,7266.0,198.0
16-10 20:23:00,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,0.0,0.0,7086.0,198.0
16-10 20:23:01,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,0.0,0.0,7026.0,198.0
16-10 20:23:02,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,7566.0,198.0
16-10 20:23:03,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,0.0,0.0,7026.0,198.0
16-10 20:23:04,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,20480.0,6786.0,198.0
16-10 20:23:05,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,6426.0,198.0
16-10 20:23:06,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,0.0,0.0,7626.0,198.0
16-10 20:23:07,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,7746.0,198.0
16-10 20:23:08,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,0.0,122880.0,8106.0,198.0
16-10 20:23:09,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,20480.0,7926.0,198.0
16-10 20:23:10,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,0.0,0.0,7686.0,198.0
16-10 20:23:11,0.0,3221221376.0,0.752,0.702,98.520,0.0,0.0,0.025,0.0,0.0,347052.0,440406.0
