"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-0.grp3-asn2.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -ts -cnm --output /root/tf/dstat.csv",,,,"Date:","17 Oct 2018 22:29:12 CDT"

"system","swap",,"total cpu usage",,,,,,"net/total",,"memory usage",,,
"time","used","free","usr","sys","idl","wai","hiq","siq","recv","send","used","buff","cach","free"
17-10 22:29:12,0.0,3221221376.0,0.213,0.051,99.735,0.000,0.0,0.001,0.0,0.0,1163632640.0,177954816.0,1011961856.0,1.98916763648e+11
17-10 22:29:13,0.0,3221221376.0,5.985,4.358,89.657,0.0,0.0,0.0,9642.0,2198.0,1425391616.0,177954816.0,1012117504.0,1.98654849024e+11
17-10 22:29:14,0.0,3221221376.0,2.475,0.025,97.500,0.0,0.0,0.0,4950.0,198.0,1442525184.0,177954816.0,1012117504.0,1.98637715456e+11
17-10 22:29:15,0.0,3221221376.0,2.450,0.075,97.475,0.0,0.0,0.0,6210.0,198.0,1457373184.0,177963008.0,1012109312.0,1.98622867456e+11
17-10 22:29:16,0.0,3221221376.0,2.576,1.300,96.124,0.0,0.0,0.0,9567.0,3797.0,1518125056.0,177963008.0,1012887552.0,1.98561337344e+11
17-10 22:29:17,0.0,3221221376.0,0.700,1.800,97.499,0.0,0.0,0.0,7950.0,198.0,1515687936.0,177963008.0,1013170176.0,1.9856349184e+11
17-10 22:29:18,0.0,3221221376.0,0.800,1.700,97.500,0.0,0.0,0.0,8670.0,198.0,1727787008.0,177963008.0,1013170176.0,1.98351392768e+11
17-10 22:29:19,0.0,3221221376.0,9.772,1.102,89.126,0.0,0.0,0.0,9180.0,904.0,2319818752.0,177963008.0,1014710272.0,1.97757820928e+11
17-10 22:29:20,0.0,3221221376.0,2.476,0.050,97.474,0.0,0.0,0.0,8130.0,252.0,2331074560.0,177971200.0,1014837248.0,1.97746429952e+11
17-10 22:29:21,0.0,3221221376.0,12.847,2.354,84.748,0.0,0.0,0.050,356110.0,215757189.0,2638094336.0,177971200.0,1014845440.0,1.97439401984e+11
17-10 22:29:22,0.0,3221221376.0,20.368,2.773,76.632,0.0,0.0,0.227,963783.0,666864829.0,3119923200.0,177971200.0,1014845440.0,1.9695757312e+11
17-10 22:29:23,0.0,3221221376.0,68.231,9.311,22.407,0.0,0.0,0.050,34669790.0,200078922.0,3527671808.0,177971200.0,1014845440.0,1.96549824512e+11
17-10 22:29:24,0.0,3221221376.0,45.978,15.377,38.087,0.0,0.0,0.558,722690055.0,535877.0,3232481280.0,177971200.0,1014845440.0,1.9684501504e+11
17-10 22:29:25,0.0,3221221376.0,30.728,2.537,66.734,0.0,0.0,0.0,9425945.0,7017.0,2825494528.0,177979392.0,1014837248.0,1.97252001792e+11
17-10 22:29:26,0.0,3221221376.0,5.812,1.328,92.836,0.0,0.0,0.025,299388.0,3541.0,2577379328.0,177979392.0,1260240896.0,1.97254713344e+11
17-10 22:29:27,0.0,3221221376.0,26.722,4.138,68.812,0.025,0.0,0.303,1002664.0,766670377.0,3109441536.0,177979392.0,1260453888.0,1.96722438144e+11
17-10 22:29:28,0.0,3221221376.0,47.557,5.337,47.081,0.0,0.0,0.025,483276.0,315755826.0,3463999488.0,177979392.0,1260453888.0,1.96367880192e+11
17-10 22:29:29,0.0,3221221376.0,57.975,11.575,29.775,0.050,0.0,0.625,746872901.0,529396.0,3852607488.0,177979392.0,1260453888.0,1.95979272192e+11
17-10 22:29:30,0.0,3221221376.0,38.446,8.700,52.778,0.025,0.0,0.050,19617321.0,12702.0,3202170880.0,177979392.0,1260453888.0,1.966297088e+11
17-10 22:29:31,0.0,3221221376.0,27.427,6.388,65.146,0.862,0.0,0.177,871722.0,392605482.0,3091206144.0,177979392.0,1260453888.0,1.96740673536e+11
17-10 22:29:32,0.0,3221221376.0,19.614,2.659,77.527,0.0,0.0,0.201,833700.0,624512668.0,3516624896.0,177979392.0,1260785664.0,1.96314923008e+11
17-10 22:29:33,0.0,3221221376.0,69.478,15.412,14.910,0.0,0.0,0.201,123921872.0,65366175.0,3728007168.0,177979392.0,1260785664.0,1.96103540736e+11
17-10 22:29:34,0.0,3221221376.0,45.327,10.176,43.719,0.0,0.0,0.779,638789872.0,477596.0,3225210880.0,177979392.0,1260785664.0,1.96606337024e+11
17-10 22:29:35,0.0,3221221376.0,30.796,2.788,66.415,0.0,0.0,0.0,3960944.0,5052.0,2999959552.0,177979392.0,1260785664.0,1.96831588352e+11
17-10 22:29:36,0.0,3221221376.0,30.149,5.092,64.454,0.0,0.0,0.304,1284773.0,766670317.0,3180916736.0,177987584.0,1261121536.0,1.96650287104e+11
17-10 22:29:37,0.0,3221221376.0,39.803,4.240,55.906,0.0,0.0,0.050,381612.0,315755568.0,3570995200.0,177987584.0,1261121536.0,1.9626020864e+11
17-10 22:29:38,0.0,3221221376.0,66.037,9.139,24.345,0.0,0.0,0.478,429385254.0,269165.0,4015525888.0,177987584.0,1261121536.0,1.95815677952e+11
17-10 22:29:39,0.0,3221221376.0,40.428,9.253,49.936,0.0,0.0,0.382,333252416.0,265410.0,3252117504.0,177987584.0,1261125632.0,1.9657908224e+11
17-10 22:29:40,0.0,3221221376.0,22.003,3.237,74.684,0.0,0.0,0.076,4437145.0,166002367.0,2974371840.0,177987584.0,1261125632.0,1.96856827904e+11
17-10 22:29:41,0.0,3221221376.0,22.717,2.767,74.138,0.0,0.0,0.377,927090.0,624017992.0,3471425536.0,177995776.0,1261457408.0,1.9635943424e+11
17-10 22:29:42,0.0,3221221376.0,57.268,12.812,29.820,0.025,0.0,0.075,523055.0,292413078.0,3674673152.0,177995776.0,1261457408.0,1.96156186624e+11
17-10 22:29:43,0.0,3221221376.0,47.263,23.594,28.168,0.025,0.0,0.950,754179749.0,431311.0,3968520192.0,177995776.0,1261457408.0,1.95862339584e+11
17-10 22:29:44,0.0,3221221376.0,36.811,3.328,59.836,0.0,0.0,0.025,12211641.0,11256.0,3183742976.0,177995776.0,1261457408.0,1.966471168e+11
17-10 22:29:45,0.0,3221221376.0,30.830,6.576,62.443,0.0,0.0,0.152,1199892.0,645405949.0,3232862208.0,177995776.0,1261457408.0,1.96597997568e+11
17-10 22:29:46,0.0,3221221376.0,22.807,3.358,73.709,0.0,0.0,0.125,506895.0,437019490.0,4036317184.0,177999872.0,1261797376.0,1.95794198528e+11
17-10 22:29:47,0.0,3221221376.0,69.652,10.809,19.208,0.0,0.0,0.330,295245098.0,202557.0,4182716416.0,177999872.0,1261797376.0,1.95647799296e+11
17-10 22:29:48,0.0,3221221376.0,39.572,15.082,44.774,0.025,0.0,0.548,467392222.0,341886.0,3388108800.0,177999872.0,1261797376.0,1.96442406912e+11
17-10 22:29:49,0.0,3221221376.0,26.531,1.956,71.513,0.0,0.0,0.0,4155146.0,6268.0,3186135040.0,177999872.0,1261797376.0,1.96644380672e+11
17-10 22:29:50,0.0,3221221376.0,28.286,4.803,66.532,0.0,0.0,0.379,1102522.0,766669546.0,3423535104.0,177999872.0,1262133248.0,1.96406644736e+11
17-10 22:29:51,0.0,3221221376.0,42.626,4.858,52.392,0.0,0.0,0.125,453427.0,315755766.0,3787239424.0,178003968.0,1262133248.0,1.9604293632e+11
17-10 22:29:52,0.0,3221221376.0,61.256,9.445,28.564,0.0,0.0,0.734,571731396.0,459857.0,3943661568.0,178003968.0,1262133248.0,1.95886514176e+11
17-10 22:29:53,0.0,3221221376.0,39.697,7.415,52.711,0.0,0.0,0.177,192189503.0,131636.0,3395309568.0,178003968.0,1262133248.0,1.96434866176e+11
17-10 22:29:54,0.0,3221221376.0,26.625,5.945,67.380,0.0,0.0,0.050,3312980.0,321791258.0,3309596672.0,178003968.0,1262133248.0,1.96520579072e+11
17-10 22:29:55,0.0,3221221376.0,20.075,2.685,77.014,0.0,0.0,0.226,700946.0,564227051.0,3685294080.0,178003968.0,1262473216.0,1.96144541696e+11
17-10 22:29:56,0.0,3221221376.0,61.745,16.580,21.551,0.050,0.0,0.075,17524535.0,196417375.0,3854422016.0,178003968.0,1262473216.0,1.9597541376e+11
17-10 22:29:57,0.0,3221221376.0,43.088,19.526,36.604,0.025,0.0,0.757,739874943.0,532540.0,4246302720.0,178003968.0,1262485504.0,1.95583520768e+11
17-10 22:29:58,0.0,3221221376.0,37.767,3.871,58.362,0.0,0.0,0.0,9433412.0,7242.0,3215261696.0,178003968.0,1262489600.0,1.96614557696e+11
17-10 22:29:59,0.0,3221221376.0,28.865,4.657,66.272,0.0,0.0,0.206,1229743.0,721607985.0,3362197504.0,178003968.0,1262489600.0,1.96467621888e+11
17-10 22:30:00,0.0,3221221376.0,28.954,4.930,65.966,0.0,0.0,0.150,507899.0,360818168.0,3878674432.0,178003968.0,1262833664.0,1.95950800896e+11
17-10 22:30:01,0.0,3221221376.0,70.392,9.292,19.890,0.0,0.0,0.427,394144139.0,265293.0,4175622144.0,178003968.0,1262833664.0,1.95653853184e+11
17-10 22:30:02,0.0,3221221376.0,46.266,9.914,43.340,0.0,0.0,0.479,369746807.0,303856.0,3426562048.0,178003968.0,1262833664.0,1.9640291328e+11
17-10 22:30:03,0.0,3221221376.0,20.591,2.729,76.630,0.0,0.0,0.051,4280001.0,68213111.0,3061182464.0,178003968.0,1262833664.0,1.96768292864e+11
17-10 22:30:04,0.0,3221221376.0,26.025,3.948,69.726,0.0,0.0,0.302,993944.0,698461453.0,3570941952.0,178003968.0,1263181824.0,1.96258185216e+11
17-10 22:30:05,0.0,3221221376.0,57.742,5.128,37.055,0.0,0.0,0.076,481492.0,315755745.0,3992715264.0,178003968.0,1263181824.0,1.95836411904e+11
17-10 22:30:06,0.0,3221221376.0,47.540,11.649,40.046,0.0,0.0,0.765,746889947.0,643851.0,4277084160.0,178008064.0,1263181824.0,1.95552038912e+11
17-10 22:30:07,0.0,3221221376.0,38.479,7.189,54.308,0.0,0.0,0.025,18328856.0,12300.0,3351494656.0,178008064.0,1263185920.0,1.9647762432e+11
17-10 22:30:08,0.0,3221221376.0,26.398,5.945,67.557,0.0,0.0,0.101,2203303.0,442576963.0,3299733504.0,178008064.0,1263185920.0,1.96529385472e+11
17-10 22:30:09,0.0,3221221376.0,22.125,2.963,74.561,0.0,0.0,0.352,866317.0,618192498.0,4117647360.0,178008064.0,1263542272.0,1.95711115264e+11
17-10 22:30:10,0.0,3221221376.0,74.925,8.750,16.025,0.0,0.0,0.300,186124380.0,21744896.0,4256858112.0,178008064.0,1263542272.0,1.95571904512e+11
17-10 22:30:11,0.0,3221221376.0,39.519,10.256,49.574,0.0,0.0,0.652,576555680.0,559746.0,3545321472.0,178012160.0,1263542272.0,1.96283437056e+11
17-10 22:30:12,0.0,3221221376.0,32.294,1.987,65.694,0.0,0.0,0.025,4057823.0,5801.0,3317329920.0,178012160.0,1263542272.0,1.96511428608e+11
17-10 22:30:13,0.0,3221221376.0,29.276,4.529,65.865,0.0,0.0,0.329,1152127.0,766670021.0,3529347072.0,178012160.0,1263902720.0,1.96299051008e+11
17-10 22:30:14,0.0,3221221376.0,39.386,5.070,55.445,0.0,0.0,0.100,504708.0,315755496.0,3852087296.0,178012160.0,1263902720.0,1.95976310784e+11
17-10 22:30:15,0.0,3221221376.0,64.816,11.229,23.270,0.0,0.0,0.684,602689092.0,536369.0,4154142720.0,178012160.0,1263902720.0,1.9567425536e+11
17-10 22:30:16,0.0,3221221376.0,40.266,6.858,52.751,0.0,0.0,0.126,159961997.0,167584.0,3498283008.0,178012160.0,1263902720.0,1.96330115072e+11
17-10 22:30:17,0.0,3221221376.0,25.352,4.507,70.040,0.0,0.0,0.101,4519194.0,250258530.0,3304747008.0,178012160.0,1263902720.0,1.96523651072e+11
17-10 22:30:18,0.0,3221221376.0,21.398,2.841,75.534,0.0,0.0,0.226,713986.0,618885748.0,3756818432.0,178012160.0,1264263168.0,1.960712192e+11
17-10 22:30:19,0.0,3221221376.0,66.196,8.369,25.309,0.0,0.0,0.126,51823320.0,213321951.0,4303114240.0,178012160.0,1264263168.0,1.95524923392e+11
17-10 22:30:20,0.0,3221221376.0,47.931,11.075,40.187,0.0,0.0,0.807,711069289.0,532981.0,4411342848.0,178012160.0,1264263168.0,1.95416694784e+11
17-10 22:30:21,0.0,3221221376.0,33.703,3.607,62.639,0.025,0.0,0.025,3879607.0,4686.0,3318710272.0,178012160.0,1264263168.0,1.9650932736e+11
