"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-2.grp3-asn2.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -ts -cnm --output /root/tf/dstat.csv",,,,"Date:","17 Oct 2018 22:29:12 CDT"

"system","swap",,"total cpu usage",,,,,,"net/total",,"memory usage",,,
"time","used","free","usr","sys","idl","wai","hiq","siq","recv","send","used","buff","cach","free"
17-10 22:29:12,0.0,3221221376.0,0.058,0.014,99.928,0.000,0.0,0.000,0.0,0.0,1067933696.0,158347264.0,966131712.0,1.99077900288e+11
17-10 22:29:13,0.0,3221221376.0,2.276,3.677,94.047,0.0,0.0,0.0,4938.0,1622.0,1155936256.0,158347264.0,966221824.0,1.98989807616e+11
17-10 22:29:14,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,4686.0,190.0,1158991872.0,158347264.0,966221824.0,1.98986752e+11
17-10 22:29:15,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,5526.0,190.0,1158324224.0,158355456.0,966221824.0,1.98987411456e+11
17-10 22:29:16,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,7423.0,1045.0,1156714496.0,158355456.0,966221824.0,1.98989021184e+11
17-10 22:29:17,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,7506.0,190.0,1156857856.0,158355456.0,966221824.0,1.98988877824e+11
17-10 22:29:18,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,7986.0,190.0,1156603904.0,158355456.0,966221824.0,1.98989131776e+11
17-10 22:29:19,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,8646.0,190.0,1156554752.0,158355456.0,966221824.0,1.98989180928e+11
17-10 22:29:20,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,7566.0,190.0,1156427776.0,158355456.0,966221824.0,1.98989307904e+11
17-10 22:29:21,0.0,3221221376.0,0.200,0.250,99.549,0.0,0.0,0.0,61053555.0,100203.0,1223131136.0,158355456.0,966221824.0,1.98922604544e+11
17-10 22:29:22,0.0,3221221376.0,0.527,1.179,98.170,0.0,0.0,0.125,220905375.0,339819.0,1477345280.0,158355456.0,966221824.0,1.986683904e+11
17-10 22:29:23,0.0,3221221376.0,54.286,9.448,36.216,0.0,0.0,0.050,78964406.0,17299275.0,2818662400.0,158355456.0,966221824.0,1.9732707328e+11
17-10 22:29:24,0.0,3221221376.0,49.256,3.178,47.516,0.0,0.0,0.050,169166.0,234242607.0,1771806720.0,158355456.0,966221824.0,1.9837392896e+11
17-10 22:29:25,0.0,3221221376.0,31.001,4.213,64.785,0.0,0.0,0.0,8538.0,4068423.0,1598382080.0,158355456.0,966221824.0,1.985473536e+11
17-10 22:29:26,0.0,3221221376.0,6.922,1.249,91.829,0.0,0.0,0.0,6689.0,97856.0,1335377920.0,158363648.0,966221824.0,1.98810349568e+11
17-10 22:29:27,0.0,3221221376.0,0.427,1.307,98.116,0.0,0.0,0.151,255565510.0,339834.0,1590587392.0,158363648.0,966221824.0,1.98555140096e+11
17-10 22:29:28,0.0,3221221376.0,27.232,4.514,68.255,0.0,0.0,0.0,105258310.0,168929.0,2144555008.0,158363648.0,966221824.0,1.9800117248e+11
17-10 22:29:29,0.0,3221221376.0,64.877,7.727,27.321,0.0,0.0,0.075,136130.0,247721150.0,2025955328.0,158363648.0,966221824.0,1.9811977216e+11
17-10 22:29:30,0.0,3221221376.0,36.566,1.919,61.515,0.0,0.0,0.0,10218.0,7770471.0,1769938944.0,158363648.0,966221824.0,1.98375788544e+11
17-10 22:29:31,0.0,3221221376.0,12.246,2.354,85.374,0.0,0.0,0.025,108817023.0,274113.0,1532035072.0,158363648.0,966221824.0,1.98613692416e+11
17-10 22:29:32,0.0,3221221376.0,0.401,0.952,98.546,0.0,0.0,0.100,214603496.0,274270.0,1742934016.0,158371840.0,966221824.0,1.9840278528e+11
17-10 22:29:33,0.0,3221221376.0,56.184,16.742,27.049,0.0,0.0,0.025,37417708.0,17239948.0,3013292032.0,158371840.0,966221824.0,1.97132427264e+11
17-10 22:29:34,0.0,3221221376.0,49.161,3.032,47.757,0.0,0.0,0.050,140484.0,237022894.0,1875738624.0,158371840.0,966221824.0,1.98269980672e+11
17-10 22:29:35,0.0,3221221376.0,30.307,2.315,67.352,0.026,0.0,0.0,8004.0,1286376.0,1760178176.0,158371840.0,966221824.0,1.9838554112e+11
17-10 22:29:36,0.0,3221221376.0,4.105,2.153,93.617,0.0,0.0,0.125,255565443.0,453062.0,1747877888.0,158371840.0,966221824.0,1.98397841408e+11
17-10 22:29:37,0.0,3221221376.0,9.546,2.280,88.148,0.0,0.0,0.025,105258446.0,104412.0,2141220864.0,158371840.0,966221824.0,1.98004498432e+11
17-10 22:29:38,0.0,3221221376.0,68.783,15.086,16.107,0.0,0.0,0.025,82426.0,175440111.0,2281037824.0,158375936.0,966221824.0,1.97864677376e+11
17-10 22:29:39,0.0,3221221376.0,47.575,2.602,49.798,0.0,0.0,0.025,69960.0,78767016.0,1994940416.0,158375936.0,966225920.0,1.98150770688e+11
17-10 22:29:40,0.0,3221221376.0,16.389,2.399,81.187,0.0,0.0,0.025,39156001.0,1454067.0,1592999936.0,158375936.0,966225920.0,1.98552711168e+11
17-10 22:29:41,0.0,3221221376.0,0.427,0.979,98.569,0.0,0.0,0.025,216416891.0,312066.0,1812533248.0,158375936.0,966225920.0,1.98333177856e+11
17-10 22:29:42,0.0,3221221376.0,46.768,5.690,47.517,0.0,0.0,0.025,105258928.0,168400.0,2519760896.0,158375936.0,966225920.0,1.97625950208e+11
17-10 22:29:43,0.0,3221221376.0,56.368,5.124,38.458,0.0,0.0,0.050,121596.0,251540569.0,2045394944.0,158375936.0,966225920.0,1.9810031616e+11
17-10 22:29:44,0.0,3221221376.0,32.867,1.754,65.379,0.0,0.0,0.0,8946.0,4068487.0,1832722432.0,158384128.0,966225920.0,1.9831298048e+11
17-10 22:29:45,0.0,3221221376.0,6.230,1.944,91.602,0.0,0.0,0.224,229702133.0,396993.0,1844244480.0,158384128.0,966225920.0,1.98301458432e+11
17-10 22:29:46,0.0,3221221376.0,0.551,0.802,98.572,0.0,0.0,0.075,131123933.0,163916.0,2028941312.0,158384128.0,966225920.0,1.981167616e+11
17-10 22:29:47,0.0,3221221376.0,70.314,12.898,16.763,0.0,0.0,0.025,54772.0,87364018.0,2658004992.0,158384128.0,966225920.0,1.9748769792e+11
17-10 22:29:48,0.0,3221221376.0,52.871,1.898,45.207,0.0,0.0,0.024,81080.0,166843970.0,2100076544.0,158384128.0,966225920.0,1.98045626368e+11
17-10 22:29:49,0.0,3221221376.0,19.859,2.776,77.366,0.0,0.0,0.0,7817.0,1383044.0,1635618816.0,158384128.0,966225920.0,1.98510084096e+11
17-10 22:29:50,0.0,3221221376.0,0.728,1.380,97.742,0.0,0.0,0.151,255564398.0,350276.0,1895313408.0,158392320.0,966225920.0,1.98250381312e+11
17-10 22:29:51,0.0,3221221376.0,19.764,4.119,76.067,0.0,0.0,0.050,105257127.0,150719.0,2319097856.0,158392320.0,966225920.0,1.97826596864e+11
17-10 22:29:52,0.0,3221221376.0,61.592,22.619,15.738,0.0,0.0,0.051,121888.0,176425941.0,2564214784.0,158392320.0,966225920.0,1.97581479936e+11
17-10 22:29:53,0.0,3221221376.0,44.044,1.791,54.141,0.0,0.0,0.025,75036.0,77781927.0,2093907968.0,158392320.0,966225920.0,1.98051786752e+11
17-10 22:29:54,0.0,3221221376.0,16.305,3.075,80.595,0.0,0.0,0.025,76138893.0,1515663.0,1719242752.0,158392320.0,966225920.0,1.98426451968e+11
17-10 22:29:55,0.0,3221221376.0,0.376,1.052,98.472,0.0,0.0,0.100,203202207.0,241064.0,1927249920.0,158392320.0,966225920.0,1.982184448e+11
17-10 22:29:56,0.0,3221221376.0,45.961,12.895,41.094,0.0,0.0,0.050,81489301.0,145295.0,2522841088.0,158396416.0,966225920.0,1.97622849536e+11
17-10 22:29:57,0.0,3221221376.0,52.845,10.153,36.977,0.0,0.0,0.025,167046.0,251424381.0,2168528896.0,158396416.0,966225920.0,1.97977161728e+11
17-10 22:29:58,0.0,3221221376.0,33.763,3.000,63.237,0.0,0.0,0.0,9582.0,4068944.0,1950531584.0,158396416.0,966225920.0,1.9819515904e+11
17-10 22:29:59,0.0,3221221376.0,9.725,3.525,86.675,0.0,0.0,0.075,255563776.0,376956.0,2034143232.0,158396416.0,966225920.0,1.98111547392e+11
17-10 22:30:00,0.0,3221221376.0,3.529,1.276,95.145,0.0,0.0,0.050,105257775.0,139618.0,2360360960.0,158396416.0,966225920.0,1.97785329664e+11
17-10 22:30:01,0.0,3221221376.0,70.748,8.078,21.149,0.0,0.0,0.025,68692.0,140290213.0,2555359232.0,158396416.0,966225920.0,1.97590331392e+11
17-10 22:30:02,0.0,3221221376.0,48.077,2.443,49.454,0.0,0.0,0.026,71232.0,115279061.0,2144403456.0,158400512.0,966225920.0,1.98001283072e+11
17-10 22:30:03,0.0,3221221376.0,17.972,1.832,80.196,0.0,0.0,0.0,8104005.0,1401193.0,1717112832.0,158400512.0,966225920.0,1.98428573696e+11
17-10 22:30:04,0.0,3221221376.0,0.752,1.178,97.995,0.0,0.0,0.075,247468156.0,336200.0,1963216896.0,158400512.0,966225920.0,1.98182469632e+11
17-10 22:30:05,0.0,3221221376.0,33.835,5.865,60.251,0.025,0.0,0.025,105257987.0,174198.0,2568208384.0,158400512.0,966225920.0,1.97577478144e+11
17-10 22:30:06,0.0,3221221376.0,56.774,25.389,17.762,0.0,0.0,0.075,208958.0,247727329.0,2206789632.0,158400512.0,966225920.0,1.97938896896e+11
17-10 22:30:07,0.0,3221221376.0,36.251,1.366,62.383,0.0,0.0,0.0,10224.0,6485253.0,2156744704.0,158400512.0,966225920.0,1.97988941824e+11
17-10 22:30:08,0.0,3221221376.0,14.609,2.214,83.100,0.0,0.0,0.076,157746629.0,1568487.0,1861967872.0,158404608.0,966230016.0,1.98283710464e+11
17-10 22:30:09,0.0,3221221376.0,0.602,1.179,98.144,0.0,0.0,0.075,180664093.0,260556.0,2039820288.0,158404608.0,966230016.0,1.98105858048e+11
17-10 22:30:10,0.0,3221221376.0,66.972,9.889,23.066,0.0,0.0,0.074,22455875.0,82410794.0,2956156928.0,158404608.0,966230016.0,1.97189521408e+11
17-10 22:30:11,0.0,3221221376.0,48.422,2.635,48.894,0.0,0.0,0.050,139972.0,171888018.0,2173194240.0,158404608.0,966230016.0,1.97972484096e+11
17-10 22:30:12,0.0,3221221376.0,26.074,2.505,71.421,0.0,0.0,0.0,8177.0,1383044.0,1702518784.0,158404608.0,966230016.0,1.98443159552e+11
17-10 22:30:13,0.0,3221221376.0,0.803,1.330,97.766,0.0,0.0,0.100,255565914.0,364204.0,1970982912.0,158412800.0,966230016.0,1.98174687232e+11
17-10 22:30:14,0.0,3221221376.0,15.804,3.201,80.995,0.0,0.0,0.0,105256847.0,139098.0,2627141632.0,158412800.0,966230016.0,1.97518528512e+11
17-10 22:30:15,0.0,3221221376.0,71.613,7.977,20.360,0.0,0.0,0.051,182146.0,208360460.0,2499760128.0,158412800.0,966230016.0,1.97645910016e+11
