"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-2.grp3-asn2.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -ts -cdn --output /root/tf/dstat.csv",,,,"Date:","16 Oct 2018 21:31:44 CDT"

"system","swap",,"total cpu usage",,,,,,"dsk/total",,"net/total",
"time","used","free","usr","sys","idl","wai","hiq","siq","read","writ","recv","send"
16-10 21:31:44,0.0,3221221376.0,0.036,0.010,99.954,0.000,0.0,0.000,440.550,34856.037,0.0,0.0
16-10 21:31:45,0.0,3221221376.0,2.077,3.052,94.871,0.0,0.0,0.0,0.0,0.0,6444.0,1692.0
16-10 21:31:46,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,5886.0,182.0
16-10 21:31:47,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,0.0,0.0,6726.0,182.0
16-10 21:31:48,0.0,3221221376.0,0.025,0.025,99.950,0.0,0.0,0.0,0.0,81920.0,7146.0,182.0
16-10 21:31:49,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,0.0,0.0,7746.0,182.0
16-10 21:31:50,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,0.0,0.0,8809.0,1037.0
16-10 21:31:51,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,7686.0,182.0
16-10 21:31:52,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,6786.0,182.0
16-10 21:31:53,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,0.0,0.0,6726.0,182.0
16-10 21:31:54,0.0,3221221376.0,0.100,0.125,99.775,0.0,0.0,0.0,0.0,12288.0,87334.0,8851.0
16-10 21:31:55,0.0,3221221376.0,0.226,1.333,98.290,0.0,0.0,0.151,0.0,0.0,255563934.0,370769.0
16-10 21:31:56,0.0,3221221376.0,28.908,3.438,67.578,0.0,0.0,0.075,0.0,0.0,105258661.0,134187.0
16-10 21:31:57,0.0,3221221376.0,61.768,5.783,32.399,0.0,0.0,0.051,0.0,0.0,210691.0,247945375.0
16-10 21:31:58,0.0,3221221376.0,37.981,3.523,58.497,0.0,0.0,0.0,0.0,0.0,8848.0,6485079.0
16-10 21:31:59,0.0,3221221376.0,13.649,4.356,81.995,0.0,0.0,0.0,0.0,0.0,10234.0,1383139.0
16-10 21:32:00,0.0,3221221376.0,0.351,1.129,98.394,0.0,0.0,0.125,0.0,12288.0,252508180.0,369922.0
16-10 21:32:01,0.0,3221221376.0,6.206,2.302,91.491,0.0,0.0,0.0,0.0,0.0,108317486.0,181043.0
