"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-0.grp3-asn2.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -ts -cdn --output /root/tf/dstat.csv",,,,"Date:","16 Oct 2018 21:31:44 CDT"

"system","swap",,"total cpu usage",,,,,,"dsk/total",,"net/total",
"time","used","free","usr","sys","idl","wai","hiq","siq","read","writ","recv","send"
16-10 21:31:44,0.0,3221221376.0,0.193,0.048,99.758,0.000,0.0,0.001,489.501,48368.781,0.0,0.0
16-10 21:31:45,0.0,3221221376.0,5.005,7.032,87.963,0.0,0.0,0.0,0.0,0.0,11234.0,4364.0
16-10 21:31:46,0.0,3221221376.0,4.179,6.431,89.389,0.0,0.0,0.0,0.0,188416.0,6486.0,198.0
16-10 21:31:47,0.0,3221221376.0,2.475,0.050,97.475,0.0,0.0,0.0,0.0,0.0,7284.0,1604.0
16-10 21:31:48,0.0,3221221376.0,2.474,0.050,97.476,0.0,0.0,0.0,0.0,0.0,7866.0,198.0
16-10 21:31:49,0.0,3221221376.0,2.426,0.100,97.474,0.0,0.0,0.0,0.0,0.0,10443.0,3085.0
16-10 21:31:50,0.0,3221221376.0,1.427,2.354,96.219,0.0,0.0,0.0,0.0,0.0,8274.0,1029.0
16-10 21:31:51,0.0,3221221376.0,0.875,1.650,97.476,0.0,0.0,0.0,0.0,1134592.0,8106.0,198.0
16-10 21:31:52,0.0,3221221376.0,9.785,1.573,88.617,0.0,0.0,0.025,0.0,0.0,7584.0,888.0
16-10 21:31:53,0.0,3221221376.0,2.475,0.075,97.450,0.0,0.0,0.0,0.0,0.0,8473.0,1933.0
16-10 21:31:54,0.0,3221221376.0,3.814,0.276,95.910,0.0,0.0,0.0,0.0,0.0,32810.0,241727.0
16-10 21:31:55,0.0,3221221376.0,26.771,3.983,69.019,0.0,0.0,0.227,0.0,0.0,1101857.0,766669748.0
16-10 21:31:56,0.0,3221221376.0,52.990,5.654,41.256,0.025,0.0,0.075,0.0,1867776.0,401727.0,315756183.0
16-10 21:31:57,0.0,3221221376.0,52.459,13.493,33.241,0.0,0.0,0.807,0.0,0.0,746876781.0,653900.0
16-10 21:31:58,0.0,3221221376.0,37.451,17.480,45.044,0.025,0.0,0.0,0.0,0.0,18329802.0,5936.0
16-10 21:31:59,0.0,3221221376.0,14.817,3.515,81.618,0.051,0.0,0.0,0.0,0.0,1586799.0,5031.0
16-10 21:32:00,0.0,3221221376.0,19.980,3.804,76.090,0.0,0.0,0.126,0.0,0.0,1127027.0,760435907.0
16-10 21:32:01,0.0,3221221376.0,25.483,3.590,70.851,0.0,0.0,0.075,0.0,16629760.0,513223.0,321990628.0
16-10 21:32:02,0.0,3221221376.0,67.564,9.210,22.245,0.478,0.0,0.503,0.0,229355520.0,416605189.0,345266.0
16-10 21:32:03,0.0,3221221376.0,50.798,10.724,38.135,0.0,0.0,0.344,0.0,0.0,347003501.0,235594.0
16-10 21:32:04,0.0,3221221376.0,25.156,3.201,71.643,0.0,0.0,0.0,0.0,0.0,4319737.0,115357612.0
16-10 21:32:05,0.0,3221221376.0,23.956,3.473,72.245,0.0,0.0,0.327,0.0,0.0,1028199.0,651317109.0
16-10 21:32:06,0.0,3221221376.0,50.239,5.456,44.254,0.0,0.0,0.050,0.0,0.0,450882.0,315755724.0
16-10 21:32:07,0.0,3221221376.0,51.709,12.509,35.097,0.0,0.0,0.684,0.0,380928.0,746872629.0,555903.0
16-10 21:32:08,0.0,3221221376.0,35.784,11.231,52.959,0.0,0.0,0.025,0.0,0.0,17047727.0,8958.0
16-10 21:32:09,0.0,3221221376.0,26.236,6.109,67.605,0.0,0.0,0.051,0.0,0.0,3558178.0,450082400.0
16-10 21:32:10,0.0,3221221376.0,19.039,2.943,77.767,0.0,0.0,0.252,0.0,0.0,832599.0,586596012.0
16-10 21:32:11,0.0,3221221376.0,66.308,9.912,23.479,0.0,0.0,0.300,0.0,0.0,190226408.0,45835651.0
16-10 21:32:12,0.0,3221221376.0,45.953,11.280,42.033,0.0,0.0,0.733,0.0,380928.0,572449315.0,394888.0
16-10 21:32:13,0.0,3221221376.0,31.314,3.292,65.393,0.0,0.0,0.0,0.0,0.0,3963512.0,6150.0
16-10 21:32:14,0.0,3221221376.0,29.212,5.307,65.081,0.0,0.0,0.401,0.0,0.0,1202074.0,766669898.0
16-10 21:32:15,0.0,3221221376.0,37.972,4.605,57.323,0.0,0.0,0.101,0.0,0.0,411718.0,315755539.0
16-10 21:32:16,0.0,3221221376.0,66.294,8.484,24.638,0.0,0.0,0.584,0.0,0.0,562683457.0,337487.0
16-10 21:32:17,0.0,3221221376.0,41.433,9.050,49.293,0.0,0.0,0.223,0.0,380928.0,199952068.0,104712.0
16-10 21:32:18,0.0,3221221376.0,18.462,2.984,78.528,0.0,0.0,0.025,0.0,0.0,4267503.0,63789144.0
16-10 21:32:19,0.0,3221221376.0,25.195,3.143,71.385,0.0,0.0,0.277,0.0,0.0,1008658.0,702886116.0
16-10 21:32:20,0.0,3221221376.0,58.053,7.401,34.471,0.0,0.0,0.075,0.0,0.0,484767.0,315755631.0
16-10 21:32:21,0.0,3221221376.0,53.856,9.720,35.606,0.0,0.0,0.818,0.0,0.0,738806329.0,536823.0
16-10 21:32:22,0.0,3221221376.0,33.601,6.545,59.855,0.0,0.0,0.0,0.0,376832.0,27687040.0,16608.0
16-10 21:32:23,0.0,3221221376.0,24.253,4.734,70.886,0.0,0.0,0.127,0.0,0.0,1206368.0,626178310.0
16-10 21:32:24,0.0,3221221376.0,28.894,5.0,66.005,0.0,0.0,0.101,0.0,0.0,657446.0,456247851.0
16-10 21:32:25,0.0,3221221376.0,73.477,9.441,16.833,0.0,0.0,0.250,0.0,0.0,280816349.0,186963.0
