"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-1.grp3-asn2.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -ts -cnm --output /root/tf/dstat.csv",,,,"Date:","17 Oct 2018 22:02:13 CDT"

"system","swap",,"total cpu usage",,,,,,"net/total",,"memory usage",,,
"time","used","free","usr","sys","idl","wai","hiq","siq","recv","send","used","buff","cach","free"
17-10 22:02:13,0.0,3221221376.0,0.122,0.024,99.854,0.000,0.0,0.000,0.0,0.0,1242836992.0,215224320.0,2381021184.0,1.97431230464e+11
17-10 22:02:14,0.0,3221221376.0,3.098,3.373,93.528,0.0,0.0,0.0,5766.0,366.0,1332797440.0,215224320.0,2381045760.0,1.9734124544e+11
17-10 22:02:15,0.0,3221221376.0,1.752,0.901,97.347,0.0,0.0,0.0,7957.0,5479.0,1661681664.0,215224320.0,2381045760.0,1.97012361216e+11
17-10 22:02:16,0.0,3221221376.0,4.054,1.151,94.745,0.0,0.0,0.050,8058775.0,7907098.0,1785126912.0,215224320.0,2381086720.0,1.96888875008e+11
17-10 22:02:17,0.0,3221221376.0,4.233,1.528,94.213,0.0,0.0,0.025,9494655.0,9292848.0,1832890368.0,215232512.0,2381078528.0,1.96841111552e+11
17-10 22:02:18,0.0,3221221376.0,4.412,1.329,94.234,0.0,0.0,0.025,9320314.0,9088258.0,1874358272.0,215232512.0,2381086720.0,1.96799635456e+11
17-10 22:02:19,0.0,3221221376.0,4.335,0.977,94.688,0.0,0.0,0.0,9803081.0,9568157.0,1879592960.0,215232512.0,2381086720.0,1.96794400768e+11
17-10 22:02:20,0.0,3221221376.0,4.147,0.880,94.923,0.0,0.0,0.050,9009289.0,8781158.0,1884069888.0,215232512.0,2381090816.0,1.96789919744e+11
17-10 22:02:21,0.0,3221221376.0,4.121,0.905,94.925,0.0,0.0,0.050,9529224.0,9363575.0,1886822400.0,215232512.0,2381090816.0,1.96787167232e+11
17-10 22:02:22,0.0,3221221376.0,4.359,0.952,94.664,0.0,0.0,0.025,9081586.0,8886584.0,1888026624.0,215232512.0,2381090816.0,1.96785963008e+11
17-10 22:02:23,0.0,3221221376.0,4.403,1.051,94.546,0.0,0.0,0.0,9322322.0,9125511.0,1887645696.0,215236608.0,2381090816.0,1.9678633984e+11
17-10 22:02:24,0.0,3221221376.0,3.707,0.983,95.234,0.0,0.0,0.076,8876143.0,8643838.0,1920274432.0,215236608.0,2381090816.0,1.96753711104e+11
17-10 22:02:25,0.0,3221221376.0,4.434,2.881,92.685,0.0,0.0,0.0,8911906.0,8717336.0,1891577856.0,215236608.0,2381090816.0,1.9678240768e+11
17-10 22:02:26,0.0,3221221376.0,4.155,2.053,93.717,0.0,0.0,0.075,9356548.0,9125515.0,1890779136.0,215236608.0,2381090816.0,1.967832064e+11
17-10 22:02:27,0.0,3221221376.0,4.676,1.450,93.848,0.0,0.0,0.025,9329336.0,9159808.0,1891696640.0,215236608.0,2381090816.0,1.96782288896e+11
17-10 22:02:28,0.0,3221221376.0,4.116,1.707,94.152,0.0,0.0,0.025,9223993.0,9025168.0,1892278272.0,215236608.0,2381090816.0,1.96781707264e+11
17-10 22:02:29,0.0,3221221376.0,4.927,1.194,93.829,0.0,0.0,0.050,8843802.0,8582198.0,1894363136.0,215240704.0,2381090816.0,1.96779618304e+11
17-10 22:02:30,0.0,3221221376.0,4.603,1.851,93.520,0.0,0.0,0.025,9257299.0,9058916.0,1893474304.0,215240704.0,2381090816.0,1.96780507136e+11
17-10 22:02:31,0.0,3221221376.0,3.826,0.906,95.193,0.0,0.0,0.076,9433081.0,9265295.0,1892954112.0,215240704.0,2381090816.0,1.96781027328e+11
17-10 22:02:32,0.0,3221221376.0,4.498,0.950,94.528,0.0,0.0,0.025,9323753.0,9126495.0,1907523584.0,215240704.0,2381090816.0,1.96766457856e+11
17-10 22:02:33,0.0,3221221376.0,4.286,1.028,94.637,0.0,0.0,0.050,8805657.0,8581868.0,1914916864.0,215240704.0,2381094912.0,1.9675906048e+11
17-10 22:02:34,0.0,3221221376.0,4.284,1.202,94.489,0.0,0.0,0.025,9287300.0,9060852.0,1895825408.0,215240704.0,2381094912.0,1.96778151936e+11
17-10 22:02:35,0.0,3221221376.0,1.003,0.301,98.672,0.0,0.0,0.025,1249764.0,1241678.0,1234358272.0,215248896.0,2381066240.0,1.97439639552e+11
