"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-1.grp3-asn2.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -ts -cdn --output /root/tf/dstat.csv",,,,"Date:","16 Oct 2018 21:55:38 CDT"

"system","swap",,"total cpu usage",,,,,,"dsk/total",,"net/total",
"time","used","free","usr","sys","idl","wai","hiq","siq","read","writ","recv","send"
16-10 21:55:38,0.0,3221221376.0,0.127,0.025,99.848,0.000,0.0,0.000,3425.939,34985.921,0.0,0.0
16-10 21:55:39,0.0,3221221376.0,2.199,4.624,93.177,0.0,0.0,0.0,0.0,0.0,6858.0,1510.0
16-10 21:55:40,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,6786.0,182.0
16-10 21:55:41,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,7206.0,182.0
16-10 21:55:42,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,0.0,65536.0,7326.0,182.0
16-10 21:55:43,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,7410.0,971.0
16-10 21:55:44,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,6606.0,182.0
16-10 21:55:45,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,0.0,0.0,6606.0,182.0
16-10 21:55:46,0.0,3221221376.0,0.100,0.0,99.900,0.0,0.0,0.0,0.0,4096.0,80508.0,957.0
16-10 21:55:47,0.0,3221221376.0,2.707,1.704,95.338,0.0,0.0,0.251,0.0,0.0,360818319.0,44113.0
16-10 21:55:48,0.0,3221221376.0,69.987,9.811,20.176,0.0,0.0,0.025,0.0,12288.0,45027.0,127900303.0
16-10 21:55:49,0.0,3221221376.0,44.728,7.588,47.683,0.0,0.0,0.0,0.0,0.0,25822.0,126309767.0
16-10 21:55:50,0.0,3221221376.0,23.127,2.724,74.149,0.0,0.0,0.0,0.0,0.0,8418.0,1382870.0
16-10 21:55:51,0.0,3221221376.0,0.325,1.001,98.473,0.0,0.0,0.200,0.0,0.0,255564100.0,28424.0
16-10 21:55:52,0.0,3221221376.0,36.101,6.638,57.185,0.0,0.0,0.075,0.0,0.0,105260638.0,14013.0
16-10 21:55:53,0.0,3221221376.0,56.602,5.967,37.379,0.0,0.0,0.051,0.0,0.0,35245.0,251426444.0
16-10 21:55:54,0.0,3221221376.0,39.085,2.991,57.923,0.0,0.0,0.0,0.0,12288.0,14652.0,4068223.0
16-10 21:55:55,0.0,3221221376.0,8.589,1.917,89.289,0.0,0.0,0.204,0.0,0.0,255566590.0,135477.0
16-10 21:55:56,0.0,3221221376.0,44.864,9.003,46.083,0.0,0.0,0.050,0.0,0.0,105261499.0,13329.0
16-10 21:55:57,0.0,3221221376.0,48.016,22.997,28.936,0.0,0.0,0.051,0.0,0.0,59970.0,248221862.0
16-10 21:55:58,0.0,3221221376.0,36.117,2.163,61.720,0.0,0.0,0.0,0.0,0.0,13026.0,6484989.0
16-10 21:55:59,0.0,3221221376.0,13.254,3.383,83.160,0.0,0.0,0.204,0.0,0.0,255568804.0,1414342.0
16-10 21:56:00,0.0,3221221376.0,39.623,5.232,55.046,0.0,0.0,0.099,0.0,12288.0,105263541.0,9692.0
