"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-1.grp3-asn2.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -ts -cnm --output /root/tf/dstat.csv",,,,"Date:","17 Oct 2018 23:48:45 CDT"

"system","swap",,"total cpu usage",,,,,,"net/total",,"memory usage",,,
"time","used","free","usr","sys","idl","wai","hiq","siq","recv","send","used","buff","cach","free"
17-10 23:48:45,0.0,3221221376.0,0.127,0.025,99.848,0.000,0.0,0.000,0.0,0.0,1234223104.0,215633920.0,2381103104.0,1.97439352832e+11
17-10 23:48:46,0.0,3221221376.0,2.227,3.603,94.171,0.0,0.0,0.0,7644.0,1764.0,1322704896.0,215633920.0,2381193216.0,1.97350780928e+11
17-10 23:48:47,0.0,3221221376.0,0.0,0.050,99.950,0.0,0.0,0.0,7266.0,392.0,1325129728.0,215633920.0,2381193216.0,1.97348356096e+11
17-10 23:48:48,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,8809.0,979.0,1325019136.0,215633920.0,2381193216.0,1.97348466688e+11
17-10 23:48:49,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,7866.0,190.0,1324072960.0,215638016.0,2381189120.0,1.97349412864e+11
17-10 23:48:50,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,7746.0,190.0,1324060672.0,215638016.0,2381193216.0,1.97349421056e+11
17-10 23:48:51,0.0,3221221376.0,0.075,0.025,99.900,0.0,0.0,0.0,82819.0,833.0,1327521792.0,215638016.0,2381193216.0,1.97345959936e+11
17-10 23:48:52,0.0,3221221376.0,0.850,1.175,97.751,0.0,0.0,0.225,331366671.0,113073.0,1661440000.0,215638016.0,2381193216.0,1.97012041728e+11
17-10 23:48:53,0.0,3221221376.0,67.595,9.782,22.548,0.0,0.0,0.075,29534377.0,82137116.0,2358218752.0,215638016.0,2381193216.0,1.96315262976e+11
17-10 23:48:54,0.0,3221221376.0,42.292,7.583,50.125,0.0,0.0,0.0,48430.0,172122768.0,1948696576.0,215638016.0,2381193216.0,1.96724785152e+11
17-10 23:48:55,0.0,3221221376.0,28.763,4.520,66.717,0.0,0.0,0.0,9666.0,1285481.0,1756704768.0,215642112.0,2381193216.0,1.96916772864e+11
17-10 23:48:56,0.0,3221221376.0,2.380,1.503,95.967,0.0,0.0,0.150,255563248.0,164710.0,1873604608.0,215642112.0,2381193216.0,1.96799873024e+11
17-10 23:48:57,0.0,3221221376.0,27.992,4.782,67.176,0.0,0.0,0.050,105259918.0,24347.0,2328350720.0,215642112.0,2381193216.0,1.96345126912e+11
17-10 23:48:58,0.0,3221221376.0,62.810,12.984,24.156,0.0,0.0,0.050,80738.0,247760284.0,2178342912.0,215642112.0,2381193216.0,1.9649513472e+11
17-10 23:48:59,0.0,3221221376.0,37.944,1.958,60.098,0.0,0.0,0.0,10583.0,6486149.0,2025648128.0,215642112.0,2381193216.0,1.96647829504e+11
17-10 23:49:00,0.0,3221221376.0,14.821,4.155,80.897,0.025,0.0,0.101,255565764.0,1439352.0,1924980736.0,215642112.0,2381193216.0,1.96748496896e+11
17-10 23:49:01,0.0,3221221376.0,28.653,4.214,67.082,0.0,0.0,0.050,105259883.0,17146.0,2429886464.0,215646208.0,2381193216.0,1.96243587072e+11
17-10 23:49:02,0.0,3221221376.0,64.106,4.995,30.823,0.0,0.0,0.075,68884.0,247722646.0,2124128256.0,215646208.0,2381193216.0,1.9654934528e+11
17-10 23:49:03,0.0,3221221376.0,37.575,2.711,59.714,0.0,0.0,0.0,10531.0,7769569.0,1892163584.0,215646208.0,2381193216.0,1.96781309952e+11
17-10 23:49:04,0.0,3221221376.0,11.520,3.263,84.969,0.0,0.0,0.247,255564375.0,154664.0,1906831360.0,215646208.0,2381193216.0,1.96766642176e+11
17-10 23:49:05,0.0,3221221376.0,43.074,6.129,50.747,0.0,0.0,0.050,105259275.0,16024.0,2513448960.0,215646208.0,2381193216.0,1.96160024576e+11
17-10 23:49:06,0.0,3221221376.0,56.796,5.584,37.620,0.0,0.0,0.0,79598.0,251426296.0,2161389568.0,215646208.0,2381193216.0,1.96512083968e+11
17-10 23:49:07,0.0,3221221376.0,33.584,1.881,64.535,0.0,0.0,0.0,12523.0,4067700.0,1947762688.0,215650304.0,2381193216.0,1.96725706752e+11
17-10 23:49:08,0.0,3221221376.0,6.823,2.092,90.812,0.0,0.0,0.274,255568348.0,154346.0,1951498240.0,215650304.0,2381193216.0,1.967219712e+11
17-10 23:49:09,0.0,3221221376.0,49.045,6.256,44.598,0.0,0.0,0.101,105265704.0,36736.0,3064442880.0,215650304.0,2381193216.0,1.9560902656e+11
17-10 23:49:10,0.0,3221221376.0,53.132,4.704,42.113,0.0,0.0,0.050,72282.0,251408638.0,2199367680.0,215650304.0,2381193216.0,1.9647410176e+11
17-10 23:49:11,0.0,3221221376.0,33.947,1.840,64.213,0.0,0.0,0.0,10224.0,4067523.0,1985044480.0,215650304.0,2381193216.0,1.9668842496e+11
17-10 23:49:12,0.0,3221221376.0,5.988,1.921,91.916,0.0,0.0,0.175,255565245.0,147917.0,1999581184.0,215650304.0,2381197312.0,1.9667388416e+11
17-10 23:49:13,0.0,3221221376.0,50.278,7.521,42.100,0.0,0.0,0.101,105264854.0,12497053.0,3205648384.0,215650304.0,2381197312.0,1.9546781696e+11
17-10 23:49:14,0.0,3221221376.0,51.856,4.418,43.701,0.0,0.0,0.025,56182.0,241725592.0,2285568000.0,215650304.0,2381197312.0,1.96387897344e+11
17-10 23:49:15,0.0,3221221376.0,31.946,2.360,65.694,0.0,0.0,0.0,7278.0,1292257.0,2013622272.0,215650304.0,2381197312.0,1.96659843072e+11
17-10 23:49:16,0.0,3221221376.0,4.671,1.657,93.546,0.0,0.0,0.126,255563779.0,139733.0,2012651520.0,215650304.0,2381197312.0,1.96660813824e+11
17-10 23:49:17,0.0,3221221376.0,56.283,8.015,35.676,0.0,0.0,0.025,105263169.0,18020880.0,3134701568.0,215650304.0,2381197312.0,1.95538763776e+11
17-10 23:49:18,0.0,3221221376.0,48.117,3.437,48.421,0.0,0.0,0.025,58016.0,236204115.0,2163855360.0,215650304.0,2381197312.0,1.96509609984e+11
17-10 23:49:19,0.0,3221221376.0,31.601,3.910,64.489,0.0,0.0,0.0,6870.0,1292321.0,2036785152.0,215650304.0,2381197312.0,1.96636680192e+11
17-10 23:49:20,0.0,3221221376.0,3.173,1.712,94.888,0.0,0.0,0.227,360814006.0,166856.0,2182324224.0,215650304.0,2381197312.0,1.9649114112e+11
17-10 23:49:21,0.0,3221221376.0,63.759,14.712,21.504,0.0,0.0,0.025,14989.0,65150158.0,3050835968.0,215650304.0,2381197312.0,1.95622629376e+11
17-10 23:49:22,0.0,3221221376.0,43.619,5.059,51.296,0.0,0.0,0.025,36650.0,189064385.0,2253332480.0,215650304.0,2381197312.0,1.96420132864e+11
17-10 23:49:23,0.0,3221221376.0,31.092,1.871,67.037,0.0,0.0,0.0,7254.0,1285481.0,2048335872.0,215650304.0,2381197312.0,1.96625129472e+11
17-10 23:49:24,0.0,3221221376.0,2.730,1.728,95.317,0.0,0.0,0.225,360815429.0,136682.0,2301935616.0,215654400.0,2381193216.0,1.96371529728e+11
17-10 23:49:25,0.0,3221221376.0,70.667,8.514,20.819,0.0,0.0,0.0,34587.0,169247731.0,2661969920.0,215654400.0,2381197312.0,1.96011491328e+11
17-10 23:49:26,0.0,3221221376.0,50.516,1.229,48.230,0.0,0.0,0.025,22944.0,84967204.0,2248019968.0,215654400.0,2381197312.0,1.9642544128e+11
17-10 23:49:27,0.0,3221221376.0,16.629,2.430,80.891,0.0,0.0,0.051,40918619.0,1396372.0,1853259776.0,215654400.0,2381197312.0,1.96820201472e+11
17-10 23:49:28,0.0,3221221376.0,8.329,2.551,88.919,0.0,0.0,0.200,319907396.0,36681.0,2825342976.0,215654400.0,2381197312.0,1.95848118272e+11
17-10 23:49:29,0.0,3221221376.0,67.244,16.378,16.353,0.0,0.0,0.025,31588.0,168181783.0,2674180096.0,215654400.0,2381197312.0,1.95999281152e+11
17-10 23:49:30,0.0,3221221376.0,47.382,3.177,49.441,0.0,0.0,0.0,20142.0,86034419.0,2307694592.0,215654400.0,2381197312.0,1.96365766656e+11
17-10 23:49:31,0.0,3221221376.0,17.263,2.722,79.940,0.0,0.0,0.076,107954534.0,1406065.0,1982832640.0,215654400.0,2381197312.0,1.96690628608e+11
17-10 23:49:32,0.0,3221221376.0,9.912,3.079,86.783,0.0,0.0,0.225,252870299.0,31614.0,2544750592.0,215654400.0,2381197312.0,1.96128710656e+11
17-10 23:49:33,0.0,3221221376.0,75.993,7.944,15.988,0.0,0.0,0.074,33538.0,247724839.0,2498224128.0,215654400.0,2381197312.0,1.9617523712e+11
17-10 23:49:34,0.0,3221221376.0,36.138,6.144,57.718,0.0,0.0,0.0,12486.0,6491196.0,2323247104.0,215654400.0,2381197312.0,1.96350214144e+11
17-10 23:49:35,0.0,3221221376.0,15.650,2.947,81.275,0.0,0.0,0.127,181822097.0,1412430.0,2077966336.0,215654400.0,2381197312.0,1.96595494912e+11
17-10 23:49:36,0.0,3221221376.0,19.910,3.982,75.933,0.0,0.0,0.175,179005488.0,23754.0,2788610048.0,215654400.0,2381197312.0,1.958848512e+11
17-10 23:49:37,0.0,3221221376.0,69.558,6.923,23.494,0.0,0.0,0.025,36041.0,247724823.0,2515976192.0,215654400.0,2381197312.0,1.96157485056e+11
17-10 23:49:38,0.0,3221221376.0,39.528,1.352,59.120,0.0,0.0,0.0,9180.0,6490810.0,2348826624.0,215654400.0,2381197312.0,1.96324634624e+11
17-10 23:49:39,0.0,3221221376.0,13.343,3.046,83.484,0.0,0.0,0.126,226904728.0,1416910.0,2138873856.0,215654400.0,2381197312.0,1.96534587392e+11
17-10 23:49:40,0.0,3221221376.0,22.970,4.619,72.312,0.0,0.0,0.099,133922948.0,14772.0,2678153216.0,215654400.0,2381197312.0,1.95995308032e+11
17-10 23:49:41,0.0,3221221376.0,67.683,10.847,21.445,0.0,0.0,0.025,30029.0,247725447.0,2520530944.0,215654400.0,2381201408.0,1.96152926208e+11
17-10 23:49:42,0.0,3221221376.0,38.699,1.583,59.717,0.0,0.0,0.0,11640.0,6490746.0,2349514752.0,215654400.0,2381201408.0,1.963239424e+11
17-10 23:49:43,0.0,3221221376.0,13.825,2.669,83.329,0.0,0.0,0.176,255566419.0,1414218.0,2225283072.0,215654400.0,2381201408.0,1.9644817408e+11
17-10 23:49:44,0.0,3221221376.0,36.568,5.328,58.004,0.0,0.0,0.100,105260201.0,13974.0,2786041856.0,215654400.0,2381201408.0,1.95887415296e+11
17-10 23:49:45,0.0,3221221376.0,60.393,5.190,34.366,0.0,0.0,0.050,38254.0,251434338.0,2408443904.0,215654400.0,2381201408.0,1.96265013248e+11
17-10 23:49:46,0.0,3221221376.0,34.735,1.577,63.689,0.0,0.0,0.0,10230.0,4067801.0,2172829696.0,215654400.0,2381201408.0,1.96500627456e+11
17-10 23:49:47,0.0,3221221376.0,9.102,2.176,88.497,0.0,0.0,0.225,255563697.0,146550.0,2232049664.0,215654400.0,2381201408.0,1.96441407488e+11
17-10 23:49:48,0.0,3221221376.0,27.060,3.668,69.196,0.0,0.0,0.075,105259897.0,12828.0,2761768960.0,215658496.0,2381201408.0,1.95911684096e+11
17-10 23:49:49,0.0,3221221376.0,63.554,7.011,29.410,0.0,0.0,0.025,38598.0,247725335.0,2553933824.0,215658496.0,2381201408.0,1.96119519232e+11
17-10 23:49:50,0.0,3221221376.0,34.424,1.610,63.967,0.0,0.0,0.0,8848.0,6491202.0,2383269888.0,215658496.0,2381201408.0,1.96290183168e+11
17-10 23:49:51,0.0,3221221376.0,13.485,3.518,82.870,0.0,0.0,0.127,255564686.0,1428358.0,2311086080.0,215658496.0,2381201408.0,1.96362366976e+11
17-10 23:49:52,0.0,3221221376.0,35.650,5.605,58.719,0.0,0.0,0.025,105259535.0,13278.0,2761273344.0,215658496.0,2381201408.0,1.95912179712e+11
17-10 23:49:53,0.0,3221221376.0,56.889,5.811,37.224,0.0,0.0,0.076,35266.0,251433723.0,2436435968.0,215658496.0,2381201408.0,1.96237017088e+11
17-10 23:49:54,0.0,3221221376.0,38.046,2.344,59.609,0.0,0.0,0.0,12120.0,4067561.0,2200145920.0,215658496.0,2381201408.0,1.96473307136e+11
17-10 23:49:55,0.0,3221221376.0,10.783,2.576,86.439,0.0,0.0,0.202,255564754.0,128954.0,2211610624.0,215658496.0,2381201408.0,1.96461842432e+11
17-10 23:49:56,0.0,3221221376.0,43.081,6.645,50.174,0.0,0.0,0.100,105258662.0,9216.0,2812493824.0,215658496.0,2381201408.0,1.95860959232e+11
17-10 23:49:57,0.0,3221221376.0,50.790,17.566,31.644,0.0,0.0,0.0,40859.0,251432071.0,2409099264.0,215658496.0,2381201408.0,1.96264353792e+11
17-10 23:49:58,0.0,3221221376.0,37.178,2.426,60.396,0.0,0.0,0.0,10050.0,4069290.0,2187980800.0,215658496.0,2381201408.0,1.96485472256e+11
17-10 23:49:59,0.0,3221221376.0,11.366,3.340,85.045,0.0,0.0,0.249,255564897.0,133750.0,2215976960.0,215666688.0,2381197312.0,1.96457472e+11
17-10 23:50:00,0.0,3221221376.0,45.416,5.869,48.665,0.0,0.0,0.050,105259418.0,10546.0,2837647360.0,215666688.0,2381201408.0,1.95835797504e+11
17-10 23:50:01,0.0,3221221376.0,56.142,4.547,39.261,0.0,0.0,0.050,30720.0,251433286.0,2449448960.0,215666688.0,2381201408.0,1.96223995904e+11
17-10 23:50:02,0.0,3221221376.0,33.021,2.959,63.995,0.0,0.0,0.025,7266.0,4067943.0,2234880000.0,215666688.0,2381201408.0,1.96438564864e+11
17-10 23:50:03,0.0,3221221376.0,6.014,1.947,91.939,0.0,0.0,0.100,255564448.0,135505.0,2235236352.0,215666688.0,2381201408.0,1.96438208512e+11
17-10 23:50:04,0.0,3221221376.0,53.997,9.578,36.350,0.0,0.0,0.075,105260842.0,17199473.0,3532402688.0,215666688.0,2381201408.0,1.95141042176e+11
17-10 23:50:05,0.0,3221221376.0,50.568,2.499,46.857,0.0,0.0,0.076,38446.0,237022474.0,2456461312.0,215670784.0,2381201408.0,1.96216979456e+11
17-10 23:50:06,0.0,3221221376.0,32.888,1.967,65.120,0.0,0.0,0.025,9504.0,1291426.0,2254139392.0,215670784.0,2381201408.0,1.96419301376e+11
17-10 23:50:07,0.0,3221221376.0,1.524,1.224,97.076,0.0,0.0,0.175,300462934.0,135114.0,2292998144.0,215670784.0,2381201408.0,1.96380442624e+11
17-10 23:50:08,0.0,3221221376.0,65.965,8.039,25.870,0.0,0.0,0.125,60368144.0,87361210.0,3147583488.0,215670784.0,2381201408.0,1.9552585728e+11
17-10 23:50:09,0.0,3221221376.0,52.062,2.302,45.636,0.0,0.0,0.0,25502.0,166859364.0,2470834176.0,215670784.0,2381201408.0,1.96202606592e+11
17-10 23:50:10,0.0,3221221376.0,20.277,2.138,77.585,0.0,0.0,0.0,7457.0,1382978.0,2006495232.0,215670784.0,2381205504.0,1.9666694144e+11
17-10 23:50:11,0.0,3221221376.0,3.215,1.859,94.725,0.0,0.0,0.201,360815002.0,44976.0,2647339008.0,215670784.0,2381205504.0,1.96026097664e+11
17-10 23:50:12,0.0,3221221376.0,71.815,7.573,20.587,0.0,0.0,0.025,35723.0,194253169.0,2810458112.0,215670784.0,2381205504.0,1.9586297856e+11
17-10 23:50:13,0.0,3221221376.0,47.666,2.283,50.025,0.0,0.0,0.025,13320.0,59963876.0,2439258112.0,215670784.0,2381205504.0,1.9623417856e+11
17-10 23:50:14,0.0,3221221376.0,16.949,1.844,81.206,0.0,0.0,0.0,9077.0,1382978.0,2003288064.0,215670784.0,2381205504.0,1.96670148608e+11
17-10 23:50:15,0.0,3221221376.0,0.677,1.379,97.667,0.0,0.0,0.276,360816697.0,53958.0,2470014976.0,215670784.0,2381205504.0,1.96203421696e+11
17-10 23:50:16,0.0,3221221376.0,73.191,8.116,18.668,0.0,0.0,0.025,27551.0,103207262.0,2860847104.0,215670784.0,2381205504.0,1.95812589568e+11
17-10 23:50:17,0.0,3221221376.0,48.799,2.224,48.952,0.0,0.0,0.026,18252.0,151009940.0,2482520064.0,215674880.0,2381205504.0,1.96190912512e+11
17-10 23:50:18,0.0,3221221376.0,18.007,2.175,79.793,0.0,0.0,0.025,55288116.0,1398151.0,2074652672.0,215674880.0,2381205504.0,1.96598779904e+11
17-10 23:50:19,0.0,3221221376.0,8.225,2.633,89.042,0.0,0.0,0.100,305537691.0,59456.0,2778648576.0,215674880.0,2381205504.0,1.95894784e+11
17-10 23:50:20,0.0,3221221376.0,72.921,8.716,18.312,0.0,0.0,0.050,30401.0,247725960.0,2667966464.0,215674880.0,2381205504.0,1.96005466112e+11
17-10 23:50:21,0.0,3221221376.0,42.723,1.496,55.781,0.0,0.0,0.0,10740.0,6490938.0,2476437504.0,215674880.0,2381205504.0,1.96196995072e+11
17-10 23:50:22,0.0,3221221376.0,14.941,2.242,82.792,0.0,0.0,0.025,60877247.0,1397988.0,2089775104.0,215674880.0,2381205504.0,1.96583657472e+11
17-10 23:50:23,0.0,3221221376.0,8.147,2.532,89.070,0.0,0.0,0.251,299951735.0,50684.0,2700177408.0,215683072.0,2381205504.0,1.95973246976e+11
17-10 23:50:24,0.0,3221221376.0,73.637,9.217,17.121,0.0,0.0,0.025,38765.0,247725946.0,2658844672.0,215683072.0,2381205504.0,1.96014579712e+11
17-10 23:50:25,0.0,3221221376.0,42.046,1.835,56.120,0.0,0.0,0.0,16464.0,6490682.0,2469511168.0,215683072.0,2381205504.0,1.96203913216e+11
17-10 23:50:26,0.0,3221221376.0,15.970,2.378,81.552,0.0,0.0,0.100,137459684.0,1412935.0,2177212416.0,215683072.0,2381205504.0,1.96496211968e+11
17-10 23:50:27,0.0,3221221376.0,14.916,3.791,81.093,0.0,0.0,0.200,223374083.0,33360.0,2951143424.0,215683072.0,2381205504.0,1.9572228096e+11
17-10 23:50:28,0.0,3221221376.0,73.488,6.324,20.137,0.0,0.0,0.051,45851.0,247725478.0,2647744512.0,215683072.0,2381205504.0,1.96025679872e+11
17-10 23:50:29,0.0,3221221376.0,37.927,1.214,60.860,0.0,0.0,0.0,15840.0,6490586.0,2475438080.0,215691264.0,2381205504.0,1.96197978112e+11
17-10 23:50:30,0.0,3221221376.0,14.837,2.857,82.206,0.0,0.0,0.100,255569911.0,1435649.0,2350018560.0,215691264.0,2381205504.0,1.96323397632e+11
17-10 23:50:31,0.0,3221221376.0,24.166,4.136,71.647,0.0,0.0,0.050,105263867.0,17094.0,2868600832.0,215691264.0,2381205504.0,1.9580481536e+11
17-10 23:50:32,0.0,3221221376.0,65.661,5.958,28.331,0.0,0.0,0.050,37397.0,247726248.0,2656264192.0,215691264.0,2381205504.0,1.96017152e+11
17-10 23:50:33,0.0,3221221376.0,37.323,3.965,58.713,0.0,0.0,0.0,12954.0,6490938.0,2486345728.0,215691264.0,2381205504.0,1.96187070464e+11
17-10 23:50:34,0.0,3221221376.0,14.515,2.933,82.402,0.0,0.0,0.150,255568553.0,1425857.0,2358349824.0,215699456.0,2381197312.0,1.96315066368e+11
17-10 23:50:35,0.0,3221221376.0,38.596,4.821,56.533,0.0,0.0,0.050,105262601.0,8928.0,2949595136.0,215699456.0,2381205504.0,1.95723812864e+11
