"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-3.grp3-asn2.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -ts -cnm --output /root/tf/dstat.csv",,,,"Date:","17 Oct 2018 21:55:51 CDT"

"system","swap",,"total cpu usage",,,,,,"net/total",,"memory usage",,,
"time","used","free","usr","sys","idl","wai","hiq","siq","recv","send","used","buff","cach","free"
17-10 21:55:51,0.0,3221221376.0,0.059,0.013,99.928,0.000,0.0,0.000,0.0,0.0,1063288832.0,163340288.0,966139904.0,1.99077527552e+11
17-10 21:55:52,0.0,3221221376.0,3.371,4.120,92.509,0.0,0.0,0.0,6066.0,366.0,1151643648.0,163340288.0,966205440.0,1.989891072e+11
17-10 21:55:53,0.0,3221221376.0,1.752,0.901,97.347,0.0,0.0,0.0,6366.0,5185.0,1445597184.0,163340288.0,966205440.0,1.98695153664e+11
17-10 21:55:54,0.0,3221221376.0,4.531,1.812,93.632,0.0,0.0,0.025,2450457.0,2254881.0,1608892416.0,163340288.0,966246400.0,1.98531817472e+11
17-10 21:55:55,0.0,3221221376.0,4.766,1.521,93.714,0.0,0.0,0.0,2853138.0,2615869.0,1654956032.0,163340288.0,966246400.0,1.98485753856e+11
17-10 21:55:56,0.0,3221221376.0,5.412,1.829,92.759,0.0,0.0,0.0,2887980.0,2616993.0,1696501760.0,163344384.0,966242304.0,1.98444208128e+11
17-10 21:55:57,0.0,3221221376.0,5.700,3.650,90.625,0.0,0.0,0.025,2785115.0,2546947.0,1722208256.0,163344384.0,966250496.0,1.9841849344e+11
17-10 21:55:58,0.0,3221221376.0,6.270,1.824,91.906,0.0,0.0,0.0,2991585.0,2721710.0,1710108672.0,163344384.0,966250496.0,1.98430593024e+11
17-10 21:55:59,0.0,3221221376.0,5.458,2.379,92.163,0.0,0.0,0.0,2783170.0,2480321.0,1714507776.0,163344384.0,966250496.0,1.9842619392e+11
17-10 21:56:00,0.0,3221221376.0,4.927,4.552,90.520,0.0,0.0,0.0,2818297.0,2582027.0,1716269056.0,163344384.0,966250496.0,1.9842443264e+11
17-10 21:56:01,0.0,3221221376.0,5.446,1.311,93.217,0.0,0.0,0.025,3024620.0,2755102.0,1717485568.0,163344384.0,966250496.0,1.98423216128e+11
17-10 21:56:02,0.0,3221221376.0,5.686,1.754,92.560,0.0,0.0,0.0,2782895.0,2547096.0,1716781056.0,163344384.0,966250496.0,1.9842392064e+11
17-10 21:56:03,0.0,3221221376.0,5.856,1.769,92.350,0.0,0.0,0.025,2991850.0,2753139.0,1723248640.0,163344384.0,966250496.0,1.98417453056e+11
17-10 21:56:04,0.0,3221221376.0,5.783,1.559,92.658,0.0,0.0,0.0,2990721.0,2719648.0,1717178368.0,163344384.0,966250496.0,1.98423523328e+11
17-10 21:56:05,0.0,3221221376.0,5.582,1.852,92.566,0.0,0.0,0.0,3060590.0,2788155.0,1720619008.0,163344384.0,966250496.0,1.98420082688e+11
17-10 21:56:06,0.0,3221221376.0,5.030,1.593,93.377,0.0,0.0,0.0,3093422.0,2791279.0,1720672256.0,163344384.0,966254592.0,1.98420025344e+11
17-10 21:56:07,0.0,3221221376.0,0.972,0.224,98.803,0.0,0.0,0.0,348581.0,310177.0,1716269056.0,163344384.0,966254592.0,1.98424428544e+11
17-10 21:56:08,0.0,3221221376.0,0.275,0.225,99.499,0.0,0.0,0.0,5928.0,1700.0,1060532224.0,163348480.0,966230016.0,1.99080185856e+11
