"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-1.grp3-asn2.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -ts -cnm --output /root/tf/dstat.csv",,,,"Date:","17 Oct 2018 21:55:49 CDT"

"system","swap",,"total cpu usage",,,,,,"net/total",,"memory usage",,,
"time","used","free","usr","sys","idl","wai","hiq","siq","recv","send","used","buff","cach","free"
17-10 21:55:49,0.0,3221221376.0,0.122,0.024,99.854,0.000,0.0,0.000,0.0,0.0,1235951616.0,215158784.0,2380877824.0,1.97438324736e+11
17-10 21:55:50,0.0,3221221376.0,3.002,3.502,93.497,0.0,0.0,0.0,6006.0,568.0,1327890432.0,215158784.0,2380963840.0,1.97346299904e+11
17-10 21:55:51,0.0,3221221376.0,1.701,0.976,97.323,0.0,0.0,0.0,5388.0,4396.0,1647251456.0,215158784.0,2380963840.0,1.9702693888e+11
17-10 21:55:52,0.0,3221221376.0,4.446,2.261,93.293,0.0,0.0,0.0,2451234.0,2255716.0,1804517376.0,215158784.0,2381004800.0,1.96869632e+11
17-10 21:55:53,0.0,3221221376.0,5.460,1.878,92.662,0.0,0.0,0.0,2855909.0,2617326.0,1867784192.0,215166976.0,2380996608.0,1.96806365184e+11
17-10 21:55:54,0.0,3221221376.0,5.202,1.313,93.485,0.0,0.0,0.0,3025422.0,2755767.0,1879928832.0,215166976.0,2381004800.0,1.96794212352e+11
17-10 21:55:55,0.0,3221221376.0,4.624,4.825,90.525,0.0,0.0,0.025,2647324.0,2410139.0,1894789120.0,215166976.0,2381008896.0,1.96779347968e+11
17-10 21:55:56,0.0,3221221376.0,5.077,3.971,90.927,0.0,0.0,0.025,2955144.0,2686163.0,1883541504.0,215166976.0,2381008896.0,1.96790595584e+11
17-10 21:55:57,0.0,3221221376.0,4.994,2.194,92.787,0.0,0.0,0.025,2887135.0,2584685.0,1884803072.0,215166976.0,2381008896.0,1.96789334016e+11
17-10 21:55:58,0.0,3221221376.0,5.899,1.625,92.477,0.0,0.0,0.0,3023890.0,2752395.0,1887952896.0,215166976.0,2381008896.0,1.96786184192e+11
17-10 21:55:59,0.0,3221221376.0,6.161,1.946,91.893,0.0,0.0,0.0,3127319.0,2856246.0,1888358400.0,215175168.0,2381008896.0,1.96785770496e+11
17-10 21:56:00,0.0,3221221376.0,4.684,2.177,93.139,0.0,0.0,0.0,3024688.0,2786094.0,1888755712.0,215175168.0,2381008896.0,1.96785373184e+11
17-10 21:56:01,0.0,3221221376.0,6.379,1.445,92.175,0.0,0.0,0.0,3024105.0,2739760.0,1889304576.0,215175168.0,2381008896.0,1.9678482432e+11
17-10 21:56:02,0.0,3221221376.0,4.932,1.669,93.399,0.0,0.0,0.0,2818474.0,2563213.0,1890095104.0,215175168.0,2381008896.0,1.96784033792e+11
17-10 21:56:03,0.0,3221221376.0,5.694,1.184,93.122,0.0,0.0,0.0,3059280.0,2754808.0,1890545664.0,215175168.0,2381008896.0,1.96783583232e+11
17-10 21:56:04,0.0,3221221376.0,5.202,1.237,93.561,0.0,0.0,0.0,2956906.0,2719340.0,1886724096.0,215175168.0,2381012992.0,1.96787400704e+11
17-10 21:56:05,0.0,3221221376.0,0.125,0.599,99.276,0.0,0.0,0.0,5642.0,1810.0,1232138240.0,215179264.0,2380984320.0,1.97442011136e+11
17-10 21:56:06,0.0,3221221376.0,0.075,0.075,99.850,0.0,0.0,0.0,9607.0,3779.0,1234366464.0,215179264.0,2380984320.0,1.97439782912e+11
