"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-3.grp3-asn2.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -ts -cnm --output /root/tf/dstat.csv",,,,"Date:","17 Oct 2018 21:43:20 CDT"

"system","swap",,"total cpu usage",,,,,,"net/total",,"memory usage",,,
"time","used","free","usr","sys","idl","wai","hiq","siq","recv","send","used","buff","cach","free"
17-10 21:43:20,0.0,3221221376.0,0.058,0.013,99.928,0.000,0.0,0.000,0.0,0.0,1075367936.0,163258368.0,966115328.0,1.99065554944e+11
17-10 21:43:21,0.0,3221221376.0,2.799,2.524,94.678,0.0,0.0,0.0,5226.0,366.0,1168003072.0,163258368.0,966123520.0,1.98972911616e+11
17-10 21:43:22,0.0,3221221376.0,1.752,0.826,97.422,0.0,0.0,0.0,6180.0,5008.0,1480847360.0,163258368.0,966123520.0,1.98660067328e+11
17-10 21:43:23,0.0,3221221376.0,0.275,0.075,99.650,0.0,0.0,0.0,13046.0,12732.0,1498779648.0,163258368.0,966123520.0,1.9864213504e+11
17-10 21:43:24,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,4926.0,190.0,1498030080.0,163258368.0,966123520.0,1.98642884608e+11
17-10 21:43:25,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,5286.0,190.0,1497264128.0,163262464.0,966123520.0,1.98643646464e+11
17-10 21:43:26,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,4686.0,190.0,1497137152.0,163262464.0,966123520.0,1.9864377344e+11
17-10 21:43:27,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,5166.0,190.0,1496883200.0,163262464.0,966123520.0,1.98644027392e+11
17-10 21:43:28,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,5166.0,190.0,1496756224.0,163262464.0,966123520.0,1.98644154368e+11
17-10 21:43:29,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,5646.0,190.0,1496731648.0,163262464.0,966123520.0,1.98644178944e+11
17-10 21:43:30,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,5946.0,190.0,1496604672.0,163262464.0,966123520.0,1.9864430592e+11
17-10 21:43:31,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,5766.0,190.0,1496477696.0,163262464.0,966123520.0,1.98644432896e+11
17-10 21:43:32,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,5466.0,190.0,1496477696.0,163262464.0,966123520.0,1.98644432896e+11
17-10 21:43:33,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,5526.0,190.0,1496350720.0,163262464.0,966123520.0,1.98644559872e+11
17-10 21:43:34,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,5292.0,322.0,1496289280.0,163262464.0,966123520.0,1.98644621312e+11
17-10 21:43:35,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,5286.0,190.0,1496289280.0,163262464.0,966123520.0,1.98644621312e+11
17-10 21:43:36,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,6006.0,190.0,1496162304.0,163262464.0,966123520.0,1.98644748288e+11
17-10 21:43:37,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,5586.0,190.0,1496158208.0,163266560.0,966123520.0,1.98644748288e+11
17-10 21:43:38,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,5046.0,190.0,1496158208.0,163266560.0,966123520.0,1.98644748288e+11
17-10 21:43:39,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,5166.0,190.0,1496158208.0,163266560.0,966123520.0,1.98644748288e+11
17-10 21:43:40,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,6306.0,190.0,1496158208.0,163266560.0,966123520.0,1.98644748288e+11
17-10 21:43:41,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,5826.0,190.0,1496158208.0,163266560.0,966123520.0,1.98644748288e+11
17-10 21:43:42,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,5646.0,190.0,1496158208.0,163266560.0,966123520.0,1.98644748288e+11
17-10 21:43:43,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,6786.0,190.0,1496158208.0,163266560.0,966123520.0,1.98644748288e+11
17-10 21:43:44,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,5646.0,190.0,1496158208.0,163266560.0,966123520.0,1.98644748288e+11
17-10 21:43:45,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,6486.0,190.0,1496158208.0,163266560.0,966123520.0,1.98644748288e+11
17-10 21:43:46,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,6366.0,190.0,1496158208.0,163266560.0,966123520.0,1.98644748288e+11
17-10 21:43:47,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,5946.0,190.0,1496158208.0,163266560.0,966123520.0,1.98644748288e+11
17-10 21:43:48,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,5646.0,190.0,1496158208.0,163266560.0,966123520.0,1.98644748288e+11
17-10 21:43:49,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,5706.0,190.0,1496150016.0,163270656.0,966127616.0,1.98644748288e+11
17-10 21:43:50,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,5586.0,190.0,1496047616.0,163270656.0,966127616.0,1.98644850688e+11
17-10 21:43:51,0.0,3221221376.0,0.0,0.0,100.0,0.0,0.0,0.0,5526.0,190.0,1496047616.0,163270656.0,966127616.0,1.98644850688e+11
17-10 21:43:52,0.0,3221221376.0,0.0,0.025,99.975,0.0,0.0,0.0,5586.0,190.0,1496047616.0,163270656.0,966127616.0,1.98644850688e+11
17-10 21:43:53,0.0,3221221376.0,3.403,2.677,93.920,0.0,0.0,0.0,357843.0,254295.0,1626697728.0,163270656.0,966238208.0,1.98514089984e+11
17-10 21:43:54,0.0,3221221376.0,5.913,4.209,89.877,0.0,0.0,0.0,655947.0,335697.0,1679536128.0,163270656.0,966238208.0,1.98461251584e+11
17-10 21:43:55,0.0,3221221376.0,5.766,4.412,89.822,0.0,0.0,0.0,655299.0,367559.0,1765658624.0,163270656.0,966238208.0,1.98375129088e+11
17-10 21:43:56,0.0,3221221376.0,6.212,3.407,90.381,0.0,0.0,0.0,621046.0,332599.0,1759223808.0,163270656.0,966242304.0,1.98381559808e+11
17-10 21:43:57,0.0,3221221376.0,4.715,7.901,87.384,0.0,0.0,0.0,587133.0,297885.0,1793191936.0,163270656.0,966242304.0,1.9834759168e+11
17-10 21:43:58,0.0,3221221376.0,6.663,4.973,88.339,0.0,0.0,0.025,621223.0,332435.0,1771085824.0,163270656.0,966242304.0,1.98369697792e+11
17-10 21:43:59,0.0,3221221376.0,6.158,6.283,87.559,0.0,0.0,0.0,620766.0,332295.0,1786208256.0,163270656.0,966242304.0,1.9835457536e+11
17-10 21:44:00,0.0,3221221376.0,5.702,4.891,89.407,0.0,0.0,0.0,670052.0,367409.0,1787715584.0,163270656.0,966242304.0,1.98353068032e+11
17-10 21:44:01,0.0,3221221376.0,7.033,3.926,89.041,0.0,0.0,0.0,703098.0,336453.0,1811103744.0,163270656.0,966242304.0,1.98329679872e+11
17-10 21:44:02,0.0,3221221376.0,5.197,3.210,91.592,0.0,0.0,0.0,669281.0,367111.0,1785909248.0,163270656.0,966242304.0,1.98354874368e+11
17-10 21:44:03,0.0,3221221376.0,6.547,3.908,89.544,0.0,0.0,0.0,669594.0,334360.0,1815908352.0,163270656.0,966246400.0,1.98324871168e+11
17-10 21:44:04,0.0,3221221376.0,2.326,0.975,96.698,0.0,0.0,0.0,193462.0,112965.0,1069191168.0,163270656.0,966217728.0,1.99071617024e+11
